hgnc_symbol	affy_primeview
TAS2R14	11734579_at
TAS2R14	
TRBV5-7	
IGKV1OR2-118	11754145_x_at
TRBV27	
	11747434_a_at
	11754145_x_at
TAS2R9	11738575_at
TRBV7-2	
TRBV21-1	
TRPV5	11741969_at
TRPV5	11761499_at
TAS2R45	11734601_at
TAS2R45	11734602_x_at
TAS2R31	11738916_at
TAS2R31	11738917_x_at
TAS2R13	11732780_at
RAD17	
RAD17	11739778_a_at
RAD17	11720838_a_at
RAD17	11757984_s_at
IGLV3-31	
TAS2R46	11742393_at
TAS2R46	11742394_x_at
KSR1P1	
IGLV1-40	11759685_x_at
IGKV1OR10-1	11754145_x_at
	11757089_s_at
	11758128_s_at
	11757078_s_at
TAS2R20	
PABPC1P8	
TAS2R15P	
OR2AD1P	
ASH2LP1	
MAS1L	11741404_at
PRR4	
PRR4	11715784_s_at
PRR4	11754519_x_at
PRR4	11757535_x_at
PRR4	11741463_x_at
PRR4	11748158_a_at
PRR4	11739983_x_at
IGLV3-30	
OR2H2	11742002_at
IGLV1-44	11755382_x_at
IGLV3-32	
ATAT1	11762166_a_at
ATAT1	11725318_a_at
ATAT1	11759590_a_at
ATAT1	11759591_at
ATAT1	11759620_a_at
ATAT1	11763710_x_at
ATAT1	
ZNF280B	11743793_a_at
ZNF280B	11751978_a_at
ARMC10	11744690_a_at
ARMC10	11756344_a_at
ARMC10	11744689_x_at
ARMC10	11744989_x_at
ARMC10	11744691_x_at
DDR1-DT	
NEU1	11715838_a_at
KCNQ1	11741418_a_at
KCNQ1	11741419_x_at
KCNQ1	11723325_a_at
IGLVI-38	
HCG17	
IGLV2-34	
IGLV5-37	
TRPM1	11733290_at
TRPM1	11733291_a_at
TRPM1	11750563_a_at
IGLV7-43	
IGLVVII-41-1	
IGLVI-42	
IGLV1-41	11763225_x_at
PLEKHM1	11746104_s_at
PLEKHM1	11719624_a_at
PLEKHM1	11746105_s_at
PLEKHM1	
IGLV1-36	11755382_x_at
ZNF280A	11734412_at
KCNQ1-AS1	
TLCD2	
IGLV2-33	
NAP1L4	11715678_s_at
NAP1L4	11747507_x_at
NAP1L4	11747506_a_at
NAP1L4	11747277_a_at
NAP1L4	11746215_a_at
NAP1L4	
NAP1L4	11757163_at
IGLV5-45	
PRAME	11717271_a_at
PRAME	
WDR81	
WDR81	11748163_x_at
WDR81	11748352_a_at
WDR81	11744485_a_at
WDR81	11749702_x_at
WDR81	11749701_a_at
WDR81	11744486_x_at
RPL23AP95	
DPY19L2P2	11746453_s_at
HLA-DQB1-AS1	
TRIM39	
TRIM39	11740459_a_at
TRIM39	11740458_a_at
TRIM39	11743862_a_at
MYOM2	11725136_a_at
MYOM2	
NLRP7	
MAPT	11718731_a_at
MAPT	11722667_a_at
MAPT	11718732_a_at
MAPT	11718733_a_at
MAPT	11747246_a_at
MAPT	11763486_a_at
MAPT	
SMIM10L1	
TAS2R64P	
TAS2R10	11734392_at
TAS2R63P	
TRBV12-5	
RPP21	11755722_s_at
TRBJ2-2P	
LY6G5C	11756020_a_at
LY6G5C	
PRSS3P3	
TRBJ1-6	
TRBJ1-5	
TRBV11-2	
TRBV20-1	
CRHR1	11732003_a_at
CRHR1	
TRBV10-2	11763616_a_at
LLCFC1	11757045_a_at
NAPEPLD	11746847_x_at
NAPEPLD	11746846_a_at
NAPEPLD	
NAPEPLD	11752187_a_at
NAPEPLD	11754248_x_at
NAPEPLD	11740685_s_at
NAPEPLD	11740686_x_at
TRBV9	11763002_s_at
PRSS3P1	
TRBC1	11763557_x_at
TRBC1	11762294_x_at
TRBC1	11761918_x_at
TRBC1	11762318_x_at
TRBJ2-1	
	11760642_at
HSPA1A	11744413_x_at
HSPA1A	11757907_x_at
LILRB5	11750048_a_at
LILRB5	11750049_x_at
LILRB5	11739141_a_at
LILRB5	11740358_a_at
OR2P1P	
UBDP1	
HLA-F-AS1	
TRPV6	11724693_a_at
TRPV6	11752375_a_at
TRPV6	11755201_x_at
TRPV6	
HSPA1L	11727138_a_at
GPSM3	11744896_a_at
	11757109_s_at
IGLV7-35	
SCGB1C2	11740539_s_at
SCGB1C2	11740538_at
C22orf15	11745292_a_at
C22orf15	11759933_at
C22orf15	11732063_a_at
C22orf15	11759934_at
OR2I1P	
TSBP1-AS1	
HLA-B	
HLA-B	11755966_x_at
HLA-B	11755933_x_at
LINC02091	
KRT31	11731269_at
RXRB	11754991_a_at
RXRB	11717208_at
RXRB	11717209_s_at
RXRB	11760885_a_at
RXRB	11761735_a_at
RPH3AL	11725204_a_at
RPH3AL	11725205_x_at
RPH3AL	11745088_x_at
RPH3AL	11748866_x_at
CABIN1	
SMARCB1	
SMARCB1	11755155_x_at
SMARCB1	11745213_a_at
SMARCB1	11753187_a_at
SMARCB1	11762797_a_at
AZU1	11731869_a_at
TBC1D3P7	
SLC43A2	11748078_a_at
SLC43A2	11718456_at
SLC43A2	
SLC43A2	11761197_x_at
KRT33A	11759476_at
KRT33A	11715296_s_at
	11756476_s_at
CRYZP1	
MICC	
LSM2	11717390_a_at
LSM2	
KRT37	11741739_at
PRTN3	11734171_at
KRTAP16-1	
KRT34	11729374_at
TRBV6-7	
KRTAP17-1	11741849_x_at
PRSS2	
PRSS2	11744079_s_at
PRSS2	11744080_x_at
KRT33B	11735568_at
TRBV7-3	
ZBED9	
TRBV18	
CCL4L2	11746954_s_at
CCL4L2	11744660_s_at
CCL4L2	11760063_x_at
CCL4L2	11763012_x_at
CCL4L2	11759870_x_at
MOXD2P	
OR12D2	11735866_at
PLPPR3	
PRSS1	11716820_x_at
PRSS1	11760150_x_at
PRSS1	11760149_a_at
KRT18P1	
PRPF31	
PRRT1	11734748_s_at
PRRT1	
	11729374_at
ATP6V1G3	11753935_a_at
MED16	11745655_x_at
MED16	11744547_x_at
MED16	
CLIC1	11757474_x_at
CLIC1	11722009_a_at
CLIC1	11746251_x_at
LENG8	11756997_x_at
LENG8	11723528_s_at
LENG8	
TJP1	11725503_s_at
TJP1	11754242_a_at
TJP1	
CCL3-AS1	
TBC1D3I	11758312_x_at
TBC1D3I	11755150_x_at
TBC1D3I	11757292_x_at
TBC1D3I	11758345_x_at
TRBV23-1	
PTPRC	
PTPRC	11733344_at
LY6G6E	
TRBV5-4	
PRSS3P2	
KBTBD11-AS1	
MIF	11744470_x_at
MIF	11759411_x_at
KBTBD11	11721566_s_at
KBTBD11	11750430_s_at
OR6V1	11742362_at
HCG21	
MRPS18B	11746187_x_at
MRPS18B	11754356_x_at
MRPS18B	
OR9P1P	
PGBD4P1	
TRBJ1-4	
DOC2B	11763359_at
DOC2B	11737636_at
DOC2B	
MGAM2	
HLA-DOB	11724163_at
HLA-DOB	11747446_s_at
HLA-DOB	11761071_at
LINC03021	
	11744470_x_at
ARHGEF10	11719650_a_at
ARHGEF10	
ARHGEF10	11760634_at
ARHGEF10	11759861_at
DERL3	11728407_a_at
DERL3	11728408_x_at
DERL3	11733285_x_at
DERL3	11728406_x_at
ELANE	11727965_at
LINC02887	11758351_x_at
LINC02887	11761856_x_at
LINC02887	11758332_x_at
LINC02887	11758302_x_at
RILP	11720140_at
CFD	11725980_at
HLA-DRB3	
OR9A2	11738499_at
TRBV13	
MIR22HG	11740895_a_at
MIR22HG	11736305_x_at
MIR22HG	11740896_s_at
MIR22HG	11736303_a_at
MIR22HG	11736304_a_at
TRBV28	
LINC01149	
MCCD1P2	
TRBJ2-2	
SLC2A11	11748132_a_at
SLC2A11	11748133_s_at
SLC2A11	11736330_a_at
SLC2A11	11748134_x_at
SLC2A11	11736331_x_at
SLC2A11	
SLC2A11	11760073_a_at
EPHB6	11756486_a_at
EPHB6	
CDKN1C	11763717_a_at
CDKN1C	11729118_a_at
CDKN1C	11763718_x_at
CCL3L1	11755564_x_at
CCL3L3	11755564_x_at
CARS1-AS1	
OR12D3	11741916_at
OR12D3	11741917_at
COX6CP18	
DDX39BP2	
SLC22A18	11756459_a_at
SLC22A18	
TBC1D3B	11758312_x_at
TBC1D3B	11755150_x_at
TBC1D3B	11757292_x_at
TBC1D3B	11758345_x_at
TSBP1	11733640_a_at
ARL17B	11739780_s_at
ARL17B	11759466_x_at
ARL17B	11758668_s_at
ARL17B	
PRPF8	200000_PM_s_at
PRPF8	11715531_at
PRPF8	
GP6	
CCL18	11720251_at
PSORS1C2	11733583_at
HCP5	11720922_a_at
HCP5	11720923_a_at
SALL3	11740942_at
SALL3	11752112_a_at
SALL3	
	11755564_x_at
GOLGA8J	
PEBP1P3	
TCF19	11728749_a_at
TCF19	11724026_a_at
LINC01896	
GREM1	11717067_a_at
GREM1	11758229_s_at
GREM1	11717066_at
GREM1	11717065_a_at
ATP9B	
CHRNA7	11750964_s_at
CHRNA7	11740008_s_at
CES1P1	11721638_s_at
CDK7	11717845_a_at
CDK7	
NCR3	11734178_a_at
CES5A	11738418_a_at
CES5A	11750760_a_at
CES5A	
FAN1	11756510_a_at
PSORS1C3	11744971_at
BTNL2	
SLC22A18AS	11744942_a_at
TBC1D3B	
KCNQ1DN	
NLRP2	
SNORA54	11757163_at
SAPCD1	11756458_a_at
ETF1P1	
HLA-P	
SCG5	11742698_at
TRBV6-5	
TRBV14	
TRBV12-1	
BRD2	11719630_a_at
BRD2	11719629_a_at
BRD2	
TRBV4-2	
TRBV5-1	
MTMR10	11749373_a_at
MTMR10	11756307_a_at
MTMR10	
TRBJ2-6	
AGPAT1	11751668_a_at
AGPAT1	11750187_a_at
AGPAT1	11730933_a_at
AGPAT1	11750188_x_at
TRBV7-7	
TRBV2	
KLF13	11718160_at
KLF13	11718161_at
MGAM	11731270_a_at
MGAM	11731271_a_at
MGAM	
DDAH2	11715863_x_at
DDAH2	11757474_x_at
DDAH2	11722009_a_at
DDAH2	11746251_x_at
GSDMD	11741138_a_at
GSDMD	
GSDMD	11760110_x_at
HLA-W	
TNXA	11735913_s_at
MTCO3P1	
HLA-DRB4	11755998_x_at
TRBV16	
TRBVB	
TRBV6-1	
KANSL1	
KANSL1	11744432_s_at
KANSL1	11740615_a_at
KANSL1	11747413_a_at
CCL3	11720994_x_at
CCL3	
PRSS58	11731285_at
NCF4-AS1	
NCF4	
TRBV24-1	
POLR1H	11717867_a_at
TRBJ2-7	
TRBJ1-3	
TRBVA	
TRBV26	
OR6W1P	11757247_s_at
TRBV4-1	
TRBC2	11763557_x_at
TRBC2	11761918_x_at
TRBC2	11761418_x_at
TRBC2	11762287_x_at
TRBC2	11762318_x_at
CUBNP2	
MARCHF8	11737204_x_at
MARCHF8	11737203_a_at
MARCHF8	11741305_a_at
MARCHF8	
TRBV8-1	
TRBV22-1	
TRBV10-3	
TRBJ1-1	
TRBJ2-3	
CCL4	11718982_s_at
CCL4	11746954_s_at
CCL4	11718983_x_at
OR6D1P	
TRBV7-5	
TRBJ2-5	
LINC01238	
ANKRD30BP3	
TRBV5-6	
OR13A1	11745156_a_at
OR13A1	11737685_at
TRBV12-2	
TRBV6-4	
ALOX5	11726337_a_at
ALOX5	11726338_a_at
ALOX5	
TRBJ1-2	
LILRA6	11761601_a_at
LILRA6	11762685_x_at
LILRA6	11729721_s_at
LILRA6	11745488_s_at
TRBD1	
SERPINF2	
SERPINF2	11749861_a_at
SERPINF2	11744238_at
TRBJ2-4	
TRBV6-2	
PVALB	11718061_at
TRBV30	
RN7SL301P	
TRBV12-3	
RPL13AP	
TRBV3-1	
TRBV8-2	
WBP1LP1	
GNL1	11760774_x_at
GNL1	11760205_a_at
GNL1	11754477_x_at
GNL1	11760206_at
GNL1	
TRBV6-8	
TRBV29-1	
TRBV6-6	
TRBV15	
KEL	11726225_at
KEL	
CDC42EP5	11720166_at
CDC42EP5	
HLA-DQB3	
TAP1	11730729_a_at
TAP1	11757351_a_at
CES1	11721638_s_at
CES1	
LRRC37A	11734144_s_at
LRRC37A	
ZC3H3	
PYCR3	11749442_x_at
PYCR3	11751408_x_at
PYCR3	11739164_a_at
PYCR3	11739165_a_at
PYCR3	11749443_a_at
RN7SL105P	
RPL15P4	11738300_at
TRIM26	11756700_x_at
TRIM26	11747321_a_at
TRIM26	11718389_a_at
TRIM26	11718390_x_at
TRIM26	
VWA7	11752861_a_at
VWA7	11741156_at
VWA7	
	11736548_s_at
LRRC37A3	11734144_s_at
LRRC37A3	
EGFL8	11751168_s_at
EGFL8	11731608_s_at
EGFL8	11762111_x_at
TAMM41	11733236_a_at
TAMM41	11753234_a_at
TAMM41	
EEF1D	11741589_x_at
EEF1D	11754826_x_at
EEF1D	11730204_x_at
EEF1D	
RNU6-1207P	
TNXB	
OR2H1	11737109_a_at
OR2H1	
TRIM15	11745617_x_at
TRIM15	11726907_at
TRIM15	11745615_a_at
TRIM15	11745616_s_at
TRIM15	
DDT	11731089_a_at
DDT	11760188_x_at
DDT	11760187_at
DDT	
DDT	11761623_at
PATL2	
TRIM69	11733659_a_at
TRIM69	
MARK2P14	
NUP210P2	
	11739780_s_at
	11758668_s_at
	11737107_x_at
	11737106_at
LTA	11749403_x_at
LTA	11730537_a_at
DDR1	
HCG4B	
HCG27	
RPS26P8	11757761_x_at
KIF5C	11746261_s_at
KIF5C	
KIF5C	11760336_at
OR12D1	
NRM	11758106_at
POMZP3	11738349_x_at
POMZP3	11745659_s_at
POMZP3	11728415_s_at
GSTT1	11719246_a_at
GSTT1	
LILRA1	11737932_x_at
LILRA1	11750413_x_at
LILRA1	11759824_a_at
TC2N	11739725_a_at
TC2N	
ABR-AS1	
TRARG1	11731232_a_at
PPT2	
PPT2	11736995_a_at
PPT2	11756311_x_at
PPT2	11757554_s_at
PPT2	11736996_x_at
PPT2	11751168_s_at
PPT2	11762111_x_at
PPT2	11731608_s_at
YWHAE	11739011_s_at
YWHAE	11753517_s_at
YWHAE	11758309_s_at
YWHAE	11753092_s_at
YWHAE	11753518_x_at
YWHAE	11762793_at
YWHAE	
UPK3B	11730326_x_at
UPK3B	
MIF-AS1	11753128_s_at
MIF-AS1	11752751_s_at
GSTT3P	
GSTT2	11722903_s_at
LINC00685	
FABP5P13	
KRT18P53	
PPP2R3B	11724073_a_at
PPP2R3B	
PPP2R3B	11762591_at
LILRA6	11732349_at
LILRA6	11761602_x_at
SORD2P	11747498_s_at
SORD2P	11717339_s_at
SORD2P	11761588_at
SPDYE16	11755440_s_at
SPDYE16	
B2M	11758192_s_at
B2M	11758299_a_at
B2M	11756150_at
B2M	11756151_x_at
B2M	11758260_x_at
B2M	11758300_x_at
B2M	11758148_s_at
B2M	11758193_x_at
CHCHD10	11743127_x_at
ABHD16A	11720043_a_at
ABHD16A	11755326_x_at
ABHD16A	11748779_a_at
ABHD16A	11753449_a_at
ABHD16A	
DTX2	
DTX2	11740981_a_at
DTX2	11755938_a_at
GSTT4	11757109_s_at
GSTT4	11757108_a_at
GSTT4	
DDTL	11740150_at
LINC00588	
MMP11	11721124_s_at
MMP11	11721123_a_at
MMP11	
LINC01606	
HCG9P5	
IGHA2	11762091_x_at
IGHA2	11763249_x_at
IGHA2	11762099_x_at
IGHA2	11761899_a_at
IGHA2	11764130_s_at
MDC1	11748150_a_at
MDC1	11758138_s_at
MDC1	11748405_a_at
MDC1	11751800_a_at
MDC1	
MCCD1	11738300_at
FLOT1	11748081_a_at
FLOT1	11748082_x_at
FLOT1	11743047_x_at
FLOT1	11743046_a_at
FLOT1	11757316_a_at
IGHD4-17	
ZNF251	
ZNF251	11723888_at
IGHEP1	
MAP3K14	
IGHG3	11745244_x_at
IGHG3	11750231_x_at
IGHG3	11759852_x_at
IGHG3	11760819_x_at
IGHG3	11761467_x_at
IGHG3	11754032_x_at
UBQLN1P1	
UQCRHP1	
OR10C1	11738610_at
IGHJ5	
HLA-DQB2	
ATP6V1G1P1	
IGHD1-26	
CATSPERB	11755679_a_at
CATSPERB	
IGHD7-27	
IGHV3-11	
LINC03009	11761314_s_at
LINC03009	
IGHD3-3	
IGHD3-22	
IGHD6-19	
DDX39B-AS1	
IGHJ1	
IGHJ2	
MRPS16P3	
RPL3P2	
IGHV3-20	
GSTT2B	11722903_s_at
IGHE	
APOL5	11734516_at
HLA-A	11755303_x_at
HLA-A	11755344_x_at
HLA-A	11762282_x_at
IGHV1-24	
PPP1R18	11747453_a_at
PPP1R18	11737851_a_at
PPP1R18	11760912_x_at
PPP1R18	11737852_s_at
PPP1R18	11758106_at
IGHJ3P	
FAM30A	11744852_a_at
FAM30A	
LAIR2	
LAIR2	11740754_a_at
LAIR2	11753776_x_at
LAIR2	11733718_x_at
RBFOX2	11716250_a_at
RBFOX2	11716254_s_at
RBFOX2	11737075_a_at
RBFOX2	11747922_a_at
RBFOX2	11716253_a_at
RBFOX2	11745284_x_at
RBFOX2	11716252_a_at
RBFOX2	11716251_x_at
RBFOX2	11745283_a_at
RBFOX2	
ELK2BP	
IGHA1	11760137_x_at
IGHA1	11762091_x_at
IGHA1	11763249_x_at
IGHA1	11762099_x_at
IGHA1	11761899_a_at
IGHA1	11764130_s_at
RN7SL268P	
IGHD1-14	
IGHV1-3	
IGHVIII-38-1	
IGHV7-34-1	
RDM1P2	
IGHV4-34	11763678_x_at
IGHGP	11745244_x_at
IGHGP	11760929_x_at
IGHGP	11754032_x_at
LINC02829	
HLA-Z	
IGHM	11759816_x_at
IGHM	11759815_a_at
IGHM	11764046_x_at
IGHV4-39	
STH	11735941_at
IGHG1	11745244_x_at
IGHG1	11760929_x_at
IGHG1	11750231_x_at
IGHG1	11759852_x_at
IGHG1	11760819_x_at
IGHG1	11761467_x_at
IGHG1	11754032_x_at
HLA-DMB	11754681_s_at
HLA-DMB	11746962_x_at
HLA-DMB	11754471_a_at
HLA-DMB	11746961_a_at
HLA-DMB	11762274_x_at
LINC02570	
LINC02825	
LENG9	11735457_at
IGHV3-33	
TBX22	11740530_a_at
TBX22	
IGHD6-25	
POLR3GP1	
IGHD2-8	
IGHVIII-47-1	
IGHV3-21	
	11741925_at
IGHV1-17	
IGHD6-6	
IGHD	
NANOGP7	
CXADRP2	11753586_s_at
	11739274_s_at
LINC02203	
LINC02203	11742564_s_at
PPP1R2P1	11763028_at
PPP1R2P1	11763029_x_at
IGHV1-12	
IGHD2-21	
IGHD5-12	
SLC20A1P2	
IGHJ6	
HLA-N	
IGHV1-45	
LONRF2P4	
	11738356_s_at
	11738357_x_at
IGHV3-50	
IGHV4-28	
	11742564_s_at
IGHV3-53	
CHCHD2P2	
IGHD4-23	
IGHG4	11745244_x_at
IGHG4	11750231_x_at
IGHG4	11759852_x_at
IGHG4	11760819_x_at
IGHG4	11754032_x_at
	11737705_s_at
GTF2H2C_2	11753453_s_at
GTF2H2C_2	11749979_s_at
GTF2H2C_2	11754488_s_at
GTF2H2C_2	11753672_s_at
GTF2H2C_2	
OR4M2B	11742333_s_at
ERMARD	
ERMARD	11738207_a_at
DDX6P1	
GRAMD4P6	
NBEAP4	
NF1P9	
PPIAP9	
IGHJ2P	
IGHV1-68	
IGHVIII-22-2	
IGHVII-40-1	
IGHV3-54	
C2	11717045_a_at
C2	11749355_a_at
C2	
C2	11762671_at
IGHJ3	
IGHV3-16	
POTEB3	11752762_s_at
POTEB3	11762580_at
IGHJ4	
IGHJ1P	
IGHV7-56	
IGHV3-13	11754175_x_at
ADAM2	11746987_a_at
ADAM2	
PFDN6	11727890_a_at
IGHV1-18	
IGHVIII-25-1	
IGHD3-9	
IGHVIII-2-1	
IGHVII-74-1	
IGHVII-15-1	
IGHVII-44-2	
IGHV3-19	
ADAM6	
IGHD1-20	
IGHVIII-11-1	
IGHVIII-5-1	
IGHVIII-13-1	
IGHV1-2	
SPACA7	11728933_at
SPACA7	
IGHVIII-67-3	
IGHV3-30-2	
HOMER2P2	
IGHD5-24	
IGHD2-15	
IGHV3-64	
IGHV3-65	
IGHV3-35	
IGHVII-22-1	
ELK2AP	
DUX4L9	
IGHV3-15	
TUBB7P	11738662_at
TUBB7P	11738663_x_at
TUBB7P	11715155_s_at
IGHV5-51	
FRG2	11741871_x_at
FRG2	11735931_s_at
FRG2	11738930_s_at
CEP72-DT	
CEP72	
IGHVII-46-1	
IGHV3-42	
IGHV3-6	
IGHV3-7	
TUBGCP3	11721883_at
TUBGCP3	11721881_at
TUBGCP3	11721882_s_at
TUBGCP3	11721884_s_at
TUBGCP3	11744925_a_at
IGHV2-26	
IGHV4-55	
SLC9A3	
IGHD5-5	
GPI	
IGHD4-4	
IGHD3-10	
IGHVII-67-1	
IGHV7-27	
IGHV3-41	
IGHVII-62-1	
IGHVIII-5-2	
IGHV4-59	
LINC01070	
IGHV3-33-2	
IGHV2-70	
LINC01043	
IGHVIII-76-1	
IGHV3-43	
LINC01044	
IGHV3-66	
HLA-DMA	11716554_a_at
HLA-DMA	11745989_a_at
HLA-DMA	
IGHD3-16	
IGHVII-53-1	
IGHV3-22	
IGHV3-72	
	11763885_a_at
	11763448_at
IGHV3-48	
FRG1	11723045_x_at
FRG1	
UBD	11723069_at
IGHV7-40	
IGHV3-69-1	
IGHV1-69D	11756093_x_at
IGHV3-29	
IGHV3-36	
IGHV1-58	
IGHV2-5	
IGHV3-47	
IGHVIII-44	
IGHV8-51-1	
IGHV3-57	
IGHV3-63	
IGHVIII-26-1	
	11762999_at
IGHVII-30-1	
IGHD1-1	
IGHV6-1	
IGHV3-60	
IGHV3-38	
LILRB4	11730815_x_at
LILRB4	11730814_a_at
LILRB4	11730813_at
IGHV3-73	
RDH13	
IGHV4-61	
IGHD5-18	
IGHVII-51-2	
IGHD6-13	
IGHV3-74	
IGHV3-25	
IGHVII-65-1	
IGHV3-75	
IGHV2-70D	
IGHD1-7	
IGHVII-33-1	
IGHV3-37	
IGHVII-26-2	
IGHV3-62	
ATP5MC1P1	
IGHV1-67	
IGHVII-1-1	
IGHD2-2	
HOMER2P1	
IGHVIV-44-1	
IGHD4-11	
IGHV1-69-2	
IGHV3-30	
IGHVIII-67-4	
VARS1	
VARS1	11752554_a_at
VARS1	11743987_a_at
VARS1	11743989_a_at
VARS1	11743988_x_at
IGHV4-4	
CUTA	11756325_a_at
CUTA	
IGHG2	11745244_x_at
IGHG2	11760929_x_at
IGHG2	11750231_x_at
IGHG2	11759852_x_at
IGHG2	11761467_x_at
IGHG2	11754032_x_at
GAL3ST2	11738660_at
NEU4	11730957_a_at
NEU4	
IGHV3-71	
IGHV1-69	11756093_x_at
IGHV3-52	
IGHV3-49	
COPDA1	
IGHV3-76	
IGHVII-49-1	
IGHV1-46	
SLC20A1P1	
IGHVII-60-1	
IGHV5-78	
IGHV3-23	
CLN8	
CLN8	11727415_at
CLN8	11727414_at
CLN8	11727413_at
CLN8	11727412_a_at
IGHVIII-67-2	
IGHV1-14	
MCCD1P1	
BAG6	11719735_a_at
BAG6	11744473_x_at
BAG6	11727634_x_at
BAG6	
CLN8-AS1	
LILRB4	11759040_at
GARRE1	11736174_at
GARRE1	11736172_at
GARRE1	11736173_at
LINC00242	
LINC00574	
DYNLT2	11741850_at
DYNLT2	
RN7SKP117	
RPS27P14	
MARVELD2	11752759_x_at
MARVELD2	11734202_x_at
MARVELD2	11734219_s_at
MARVELD2	
SAPCD1-AS1	
HLA-DPB2	
RNF5	11757623_s_at
LINC01237	
EHMT2	11732391_a_at
EHMT2	
FAM240C	
HLA-J	
TRIM31	11755257_a_at
TRIM31	11728409_a_at
TRIM31	
RTP5	11735509_at
PDCD1	11734448_a_at
PDCD1	11734446_at
PDCD1	11734447_x_at
PDCD1	11751541_a_at
C6orf15	11734524_at
GRK1	11740741_a_at
BDP1	
TMEM255B	
TMC4	11722310_a_at
TMC4	
LINC00552	11738322_at
ADAM9	11755797_x_at
ADAM9	11747540_a_at
ADAM9	11741960_a_at
ADAM9	11755796_a_at
RPL7AP80	
HLA-U	
	11715525_a_at
	11736015_a_at
	11715526_s_at
	11715527_x_at
	200041_PM_s_at
COL11A2P1	
MTCO2P32	
LPCAT1	
LPCAT1	11715638_s_at
RNU6-164P	
ADAM32	
ADAM32	11728387_a_at
LILRB1-AS1	
LILRB3	11729721_s_at
LILRB3	11745488_s_at
LILRB3	11761601_a_at
LILRB3	11762685_x_at
LILRB3	11761602_x_at
LILRB3	
GAPDHP26	
BAAT	11736626_a_at
BAAT	11736627_s_at
TAF4	
TAF4	11722161_s_at
FYTTD1P1	
TRMT112P4	
PLPPR1	11726598_a_at
PLPPR1	11726599_a_at
PLPPR1	
	11738501_at
	11743240_a_at
CDH4	11755815_a_at
HLA-G	11753417_x_at
TUBB	11748481_x_at
TUBB	11752877_x_at
TUBB	11752922_x_at
TUBB	11753891_x_at
TUBB	11724732_s_at
TUBB	11753356_x_at
B3GALT4	11726055_at
SNHG32	11715978_a_at
SNHG32	11715850_x_at
SNHG32	11763227_at
DHX16	11756132_a_at
CLPTM1L	
TRPC6P4	
HLA-DRB2	
GLIS2	11718470_at
GLIS2	11718471_at
TSBP1	
OCLN	11747435_s_at
OCLN	11747434_a_at
OCLN	11728484_s_at
OCLN	
VASN	11756922_a_at
MAPK15	11730658_s_at
MAPK15	
CORO7-PAM16	11748242_a_at
CORO7-PAM16	11749051_a_at
CORO7-PAM16	11750618_x_at
CORO7-PAM16	11757649_a_at
LY6L	
LY6H	11729436_a_at
LY6H	11729437_x_at
LYPLA2P1	
HLA-DPA2	
TRIM40	11742466_a_at
TRIM40	
NPIPA5	11725732_x_at
NOMO1	11716342_s_at
NOMO1	11751990_s_at
NOMO1	11735521_x_at
NOMO1	
LINC02536	
PTPRK-AS1	
MRPS17P5	
PTPRK	11724273_a_at
PTPRK	11749088_s_at
PTPRK	11724274_s_at
PTPRK	
PTPRK	11763595_a_at
PTPRK	11762135_at
FAM83H	11758153_x_at
FAM83H	11719151_at
PRB1	11715186_x_at
PRB1	11715187_x_at
LINC02904	11734470_x_at
LINC02904	11745112_a_at
LINC02904	
LINC02878	
GLIS2-AS1	
GFUS	11716876_a_at
GFUS	11756301_x_at
GFUS	11761538_x_at
GFUS	11749318_a_at
NMRAL1	11721901_a_at
NMRAL1	
PRB3	11715151_x_at
CCDC125	11749428_a_at
CCDC125	11747251_a_at
CCDC125	
MSH5	11753392_x_at
MSH5	11721721_a_at
MSH5	11721722_x_at
MSH5	11752185_a_at
MSH5	
LINC01511	
SLC6A3	11727359_at
SLC6A3	11727356_a_at
SLC6A3	11727358_a_at
SLC6A3	11727357_at
SLC6A3	
LY6E	11715419_at
LY6E	
TAS2R42	11738923_at
PSMB8	11747961_a_at
PSMB8	11715665_a_at
ADAM18	11746131_a_at
ADAM18	11752308_a_at
ADAM18	11760275_at
LY6G5B	11737947_s_at
CCL23	11737492_a_at
SUCLA2P1	
HLA-DRB1	11744374_x_at
HLA-DRB1	11759642_x_at
HLA-DRB1	11723194_x_at
HLA-DRB1	
HLA-DPA1	11715583_s_at
HLA-DPA1	11757511_x_at
HLA-DPA1	11758417_s_at
HLA-DPA1	11758231_x_at
HLA-DPA1	
	11727480_a_at
NAIPP4	
LAIR1	11740754_a_at
TBC1D3G	11758312_x_at
TBC1D3G	11755150_x_at
TBC1D3G	11757292_x_at
TBC1D3G	11758345_x_at
HMGN1P12	
CFL1P5	
AK6	11719493_s_at
AK6	
PRB4	
PRB4	11742580_a_at
TAS2R43	11734601_at
TAS2R43	11734602_x_at
PUF60	11717379_a_at
PUF60	11757414_x_at
PUF60	
HMOX2	11729615_a_at
HMOX2	11755424_a_at
HMOX2	
PRH1	
PRH1	11739983_x_at
TNXB	11735913_s_at
C6orf47-AS1	
	11715784_s_at
	11757535_x_at
	11754519_x_at
	11739983_x_at
	11741463_x_at
	11748158_a_at
LY6E-DT	
AK3P2	
TSPY24P	
ZNF92P1Y	
RBMY3AP	
RFTN1P1	
CCL16	
CCL16	11732829_at
SERBP1P2	
TSPY12P	
DUX4L19	
TTTY12	11744771_at
TTTY12	
TTTY7B	
RPL3P10	
DDX52	11739627_a_at
DDX52	11739198_a_at
