hgnc_symbol	agilent_gpl6848
	A_24_P416660
OR2M4	
MANEAL	A_23_P391228
MANEAL	
FDX2	A_24_P416656
FDX2	A_24_P416660
FDX2	
UNC13D	
UNC13D	A_24_P53215
UNC13D	A_24_P169105
INKA1	A_23_P158470
UBA7	A_23_P21207
UBA7	
	A_23_P130619
	A_24_P934487
	A_23_P391689
NIF3L1	
NIF3L1	A_23_P5415
MAST1	
MAST1	A_23_P101480
MIR5193	
TRAIP	A_23_P170491
TRAIP	
RNF34	A_23_P128396
RNF34	A_24_P278839
RNF34	
PLA2G4C	A_23_P50508
PLA2G4C	A_24_P316439
PLA2G4C	
CYP20A1	A_23_P56894
CYP20A1	A_24_P394047
CYP20A1	
CYP20A1	A_32_P110433
CYP20A1	A_32_P2442
LINC02397	A_32_P62248
LINC02397	
OR2T35	
OR10K2	
NUP107-DT	
IRF2BP2	A_23_P46588
IRF2BP2	A_24_P154214
	A_23_P107351
LINC00324	A_23_P362191
LINC00324	A_24_P390650
FZD10-AS1	A_32_P41295
FZD10-AS1	
RBM15	A_23_P34877
CTC1	A_23_P78191
CTC1	A_24_P390650
CTC1	
LINC01619	A_32_P437735
LINC01619	
JMJD4	A_23_P115523
KLHDC7A	A_23_P422131
MTX1	A_23_P137865
TMPO-AS1	
PLA2G4C-AS1	
ZSWIM9	A_23_P4922
ZSWIM9	
CAMKV	A_23_P29680
CAMKV	
	A_24_P740857
LINC02458	
ARL8A	A_23_P138271
ARL8A	A_23_P415033
ARL8A	
CARD8	A_32_P800179
CARD8	
CARD8	A_23_P27721
CARD8	A_24_P14260
CARD8	A_24_P196688
RASSF8-AS1	
RASSF8-AS1	A_32_P144018
GPR37L1	A_24_P145633
GPR37L1	A_32_P114866
GPR37L1	A_32_P212446
SNX27	A_23_P201238
SNX27	A_24_P233960
SNX27	
NCKAP5	
NCKAP5	A_23_P360079
NCKAP5	A_24_P298224
MIR194-2HG	
LINC02454	
LINC02731	A_32_P115438
LINC02731	
LINC00900	A_32_P147696
LINC00900	
PGAM1P5	
PGAM1P5	A_24_P706371
THAP4	A_23_P84782
THAP4	
CD44-DT	
SLC38A4-AS1	
SLC38A4-AS1	A_24_P393496
IRAG1-AS1	A_23_P396299
CD63-AS1	
C2CD5-AS1	
POTEE	A_24_P357950
POTEE	A_24_P410017
POTEE	A_24_P825874
POTEE	A_32_P9455
NAV2-AS2	
LRP4-AS1	
NLRP1	A_23_P107351
NLRP1	A_24_P83615
NLRP1	A_23_P89550
NLRP1	
CCDC83	A_23_P356667
CCDC83	
GPRC5D-AS1	
GPRC5D-AS1	A_24_P913075
RN7SL217P	
ACTL11P	
MST1R	A_23_P256312
MST1R	
CELF3	A_23_P337849
CELF3	
GPRC5D	A_23_P105691
INHBE	
INHBE	A_24_P141707
SYTL2	A_23_P53193
SYTL2	A_24_P85085
SYTL2	
CAPRIN2	A_23_P87532
CAPRIN2	A_24_P400675
CAPRIN2	A_24_P56281
CAPRIN2	
PMS1	A_23_P40059
PMS1	
RIIAD1	A_24_P272748
RIIAD1	A_32_P212471
MRPL9	A_23_P34956
MRPL9	
MON1A	A_23_P41075
MON1A	
OAZ3	A_32_P226078
OAZ3	A_23_P432583
OAZ3	
	A_24_P456367
CARD8-AS1	
ZNF114-AS1	
ZNF114	
RBM6	A_23_P57941
RBM6	
ODAD1	A_32_P24125
ODAD1	
LINGO4	A_24_P247626
C2CD4D-AS1	
THEM5	
THEM5	A_24_P331711
THEM4	A_24_P928510
THEM4	A_32_P66674
THEM4	
KRT8P28	
S100A10	A_23_P137984
S100A10	
NBPF18P	A_32_P366909
EMP3	A_23_P119362
EMP3	
STIL	A_24_P214231
STIL	
KRTAP4-6	A_23_P417100
IGBP1P2	A_23_P171255
TBC1D3K	A_23_P164210
LIG1	A_23_P39116
LIG1	
KRTAP4-7	A_23_P66844
OR1R1P	A_24_P101439
KRTAP2-2	
TMEM238L	A_32_P515920
KRT26	A_23_P27186
ANKRD36	A_24_P686992
ANKRD36	
TBC1D3D	A_23_P164210
TNFSF12	A_24_P245298
TNFSF12	
CFLAR	A_23_P209394
CFLAR	A_24_P120115
CFLAR	
TNFSF12-TNFSF13	A_23_P152620
VAT1	A_23_P26954
VAT1	A_24_P152527
VAT1	
RND2	A_23_P434807
RND2	
RPL21P4	
NBR2	A_23_P4153
NBR2	A_23_P4160
NBR2	A_24_P301454
NBR2	
BRCA1P1	
NBR1	A_23_P207399
NBR1	
C1orf68	
LCEP2	
LCEP1	
LCE1F	A_23_P411321
LCE1E	
LCE1E	A_23_P339691
LCE1D	A_23_P375524
NCDN	A_23_P97736
NCDN	
RBM5	A_24_P919510
RBM5	
RBM5	A_23_P18276
RBM5	A_24_P328646
TMEM106A	A_23_P435521
TMEM106A	
TMEM106A	A_32_P101860
TFAP2E	A_23_P322116
AMY1A	A_23_P23611
AMY1A	
MOB3A	A_23_P130919
MOB3A	
RAD51AP1	
RAD51AP1	A_23_P99292
CCDC200	A_32_P83047
CCDC200	
IZUMO4	A_23_P50674
IZUMO4	A_24_P32295
RNU2-1	
	A_32_P164916
	A_32_P164917
AMY1B	A_23_P23611
AMY1B	
RBMS1	A_23_P36496
RBMS1	A_23_P431410
RBMS1	
PTPRJ-AS1	
RBM5-AS1	
SEMA3F-AS1	
NUP160	A_23_P43726
NUP160	A_24_P922606
NUP160	
CD86	A_23_P109988
CD86	A_24_P131589
CD86	
AMY1C	A_23_P23611
AMY1C	
HPDL	A_23_P74449
OR2L5	
MAN1C1	A_23_P103601
MAN1C1	A_24_P237778
MAN1C1	A_24_P925342
MAN1C1	
ALOX12-AS1	
CASR	A_23_P29719
CASR	
RPL31P60	
FAAP24	A_23_P338505
FAAP24	
DYRK4	
DYRK4	A_23_P87902
SELENON	A_23_P370625
SELENON	A_24_P231250
SELENON	
BRCA1	A_23_P207400
BRCA1	
OR7C1	
HNRNPA1P23	
CSTA	A_23_P170233
CSTA	
MIX23	A_32_P215113
MIX23	
PCSK4	A_23_P16648
PCSK4	
MAB21L3	A_23_P343366
MAB21L3	
FAM162A	A_23_P256542
FAM162A	
NFASC	
NFASC	A_24_P350656
AKAP3	A_23_P14035
AKAP3	
WDR5B	A_23_P92184
KPNA1	
NDUFA9	
NDUFA9	A_23_P76499
NDUFA9	A_24_P361006
ERVK3-1	
BAZ2B	A_23_P120048
BAZ2B	
PDE4C	A_23_P119583
PDE4C	A_24_P100001
PDE4C	A_24_P139120
PDE4C	
	A_23_P65100
	A_24_P361006
GAU1	
GALNT8	A_23_P65100
GALNT8	
GALNT8	A_24_P347282
PARP9	A_23_P69383
PARP9	
INSIG2	A_23_P102454
INSIG2	A_24_P944458
INSIG2	
KCNA6	A_23_P53697
KCNA1	A_23_P48229
KCNA1	
DPY19L2	A_23_P374250
DPY19L2	
THSD7B	
THSD7B	A_32_P302068
THSD7B	A_32_P308595
KCNH7	A_23_P349901
KCNH7	A_23_P410040
KCNH7	
SELENOI	
SELENOI	A_23_P68300
SELENOI	A_24_P940803
DTX3L	A_23_P347040
DTX3L	A_24_P941912
ZSCAN5C	
PINLYP	A_23_P50646
PINLYP	
CNTN2	A_23_P63557
CNTN2	A_24_P2901
CNTN2	
CNTN2	A_24_P114142
CBWD2	A_24_P573533
CBWD2	A_32_P35220
CBWD2	
PARP15	A_23_P378555
PARP15	
SRGAP1	A_23_P162449
SRGAP1	
SRGAP1	A_24_P922261
SELENOV	A_32_P174025
SELENOV	
DPRX	
NLRP11	A_32_P27479
NLRP11	
EIF4BP8	
EMC3	A_23_P69218
EMC3	A_23_P69226
EMC3	A_32_P194095
EMC3	
RPL36AP41	
RNU6-87P	
CCDC194	
CCDC194	A_32_P75559
RNU6-1273P	
RNU6-199P	
VN1R4	A_32_P381957
METTL7A	A_23_P415021
METTL7A	A_24_P941773
METTL7A	
SMIM44	
	A_24_P476247
ARHGAP35	A_23_P39137
ARHGAP35	A_24_P36299
ARHGAP35	A_24_P44845
ARHGAP35	
SRPRB	A_23_P80773
SRPRB	
ATF1	A_23_P105646
ATF1	
NPAS1	A_23_P27734
NPAS1	
RN7SL519P	
TMPRSS12	A_24_P211884
TMPRSS12	A_32_P44534
WWP1P1	A_32_P53558
ST3GAL6-AS1	A_32_P117503
ST3GAL6-AS1	
HIGD1C	
POU5F1P3	A_24_P144601
POU5F1P3	A_24_P214841
POU5F1P3	A_32_P132563
GCSHP4	
DEFB109F	
PDLIM1P4	
DCBLD2	A_23_P91829
DCBLD2	A_24_P137434
DCBLD2	A_24_P51061
DCBLD2	
FAM90A1	A_23_P151059
FAM90A1	
ALG1L10P	A_32_P65395
FAM86FP	A_32_P160039
FAM86FP	
LINC02449	
MYL6B	A_23_P2223
MYL6B	
MYL6B	A_23_P344973
DBI	A_23_P79199
DBI	
RNU6-26P	
RNU6-1263P	
ST3GAL6	
ST3GAL6	A_23_P250800
HADHAP2	
AICDA	A_23_P36641
AICDA	
SPAG16	A_23_P21713
SPAG16	A_23_P67785
SPAG16	
KCTD21	A_23_P84555
KCTD21	
USP35	
TMEM160	A_23_P107994
ZC3H4	A_24_P220618
ZC3H4	
SYPL2	
CCSAP	A_23_P366908
CCSAP	A_32_P83776
CPS1	A_23_P5300
CPS1	
RNU6-180P	
RN7SKP276	
GAB2	A_23_P203743
GAB2	A_24_P98843
GAB2	
ACTA1	A_23_P1102
SAE1	
SAE1	A_23_P16337
SAE1	A_24_P194000
ZFP69	A_32_P24709
ZFP69	
HSPD1P12	
EXO5-DT	
FOXJ2	A_23_P204238
FOXJ2	A_24_P21985
FOXJ2	
ZNF684	A_23_P11598
ZNF684	
ZNF75CP	
LINC02728	
RNU6-311P	
COPS8P3	
ATP5MG	
ATP5MG	A_23_P75622
ATP5MG	A_24_P96527
FYCO1	A_23_P212339
FYCO1	
RNU6ATAC27P	A_24_P703674
SNHG3	
SNORA73A	
SNORA73B	
PRDX3P2	
C3AR1	A_23_P2431
TRNAU1AP	A_23_P51781
TRNAU1AP	A_24_P393787
TRNAU1AP	A_24_P96762
TRNAU1AP	
BBC3	A_23_P382775
BBC3	A_24_P305312
BBC3	A_23_P90189
NECAP1	A_24_P116132
NECAP1	
NARS2	
NARS2	A_23_P24960
MIR3190	
MIR3191	
CCDC9	
CCDC9	A_23_P417965
SNORD99	
SNORA61	
SNORA44	
SNORA16A	
RAB42	A_23_P434919
TAF12-DT	
TTLL3	
TTLL3	A_23_P380928
TTLL3	A_24_P37540
TTLL3	A_23_P391382
TTLL3	A_24_P917492
RNU11	
AMY2B	A_23_P254967
AMY2B	A_23_P254970
AMY2B	A_24_P344890
AMY2B	
AMY2B	A_24_P915227
INAFM1	A_23_P339744
INAFM1	A_23_P386168
MZF1-AS1	
ACSF2	A_23_P4190
ACSF2	
LINC01836	
NACC1	A_23_P142518
NACC1	A_24_P271285
NACC1	A_24_P915007
PSMD8	A_23_P67466
PSMD8	
AMY2A	
CDK18	
CDK18	A_23_P201863
AP3D1	A_23_P108135
AP3D1	A_23_P119526
AP3D1	
	A_23_P48029
CLEC4A	A_23_P48029
CLEC4A	
EMSY	
EMSY	A_23_P380834
EMSY	A_23_P380839
PDCL3P4	
PDCL3P4	A_32_P157531
PDCL3P4	A_32_P157539
MICOS10P3	
RNU6-342P	
RPS20P15	
RNU1-96P	
ZNF705A	
NEK10	A_23_P337270
NEK10	
ENPP7P5	
MRPS21P9	
PUS7L	A_23_P36776
PUS7L	A_24_P167496
PUS7L	A_32_P15156
PUS7L	A_32_P214817
PUS7L	
CHAD	A_23_P26976
RSAD1	
RSAD1	A_23_P152807
GOLT1A	A_24_P280846
GOLT1A	
PLEKHA6	A_23_P148753
PLEKHA6	A_23_P431268
PLEKHA6	
FAIM	
FAIM	A_23_P253932
MYCBPAP	
MYCBPAP	A_23_P141415
TWF1	A_23_P48166
TWF1	
	A_32_P57237
LINC00628	
PPP1R15B-AS1	
RNA5SP74	
ZMYM1	A_23_P161091
ZMYM1	A_24_P53985
ZMYM1	
ZNF75BP	
CCND2-AS1	A_32_P73991
CCND2-AS1	
ANGPTL6	A_23_P50276
ANGPTL6	
IRAK4	
IRAK4	A_23_P13978
IRAK4	A_24_P158903
RELB	
RELB	A_23_P55706
EPN3	
EPN3	A_23_P130027
EPN3	A_24_P102343
CLASRP	A_23_P78509
CLASRP	A_23_P78517
CLASRP	
INS-IGF2	A_23_P421379
INS-IGF2	
RPL12P45	
EFCAB14P1	
RN7SL503P	
MIR483	
IGF2-AS	
C1orf146	
INS	A_23_P1981
INS	
ACTBP12	A_32_P156963
SPATA20	A_23_P118633
SPATA20	A_23_P130027
SPATA20	
GLMN	A_23_P160742
GLMN	
TH	A_23_P258633
TH	A_24_P924602
TH	
CCT7	
CCT7	A_23_P102404
TAMM41	A_23_P212160
TAMM41	A_32_P755542
FAR2	
FAR2	A_23_P150903
RNU6-611P	
ZNF296	A_23_P16058
GEMIN7-AS1	
RPAP2	A_23_P23542
RPAP2	
GEMIN7	A_23_P89910
GEMIN7	
EIF5AP3	
TBC1D17	A_23_P130731
TBC1D17	
ERGIC2	A_23_P139509
ERGIC2	A_24_P933400
ERGIC2	
RN7SL824P	
HMGB3P9	
RNU4-59P	
H3P3	
CCNJP2	
OR10X1	
OR2T27	
OR6K1P	
OR6K3	
OR6K4P	
OR6K5P	
OR2AQ1P	
OR10AA1P	
MNDA	
MNDA	A_23_P137935
ROPN1	A_32_P184464
ROPN1	
ROPN1	A_24_P931211
OR10J3	A_32_P385645
OR14A16	
HSD17B7P1	
EFHD1	A_23_P154338
EFHD1	A_24_P234391
EFHD1	
OR6R1P	
OR11L1	
TRIM58	A_23_P314052
OR2W3	A_24_P333993
OR2AJ1	
CLK3P2	
OR2X1P	
OR2L8	
SLC4A7	A_23_P132468
SLC4A7	A_24_P368575
SLC4A7	A_24_P362931
SLC4A7	
OR6Y1	A_23_P85963
TLR12P	
ZSCAN20	A_23_P23102
ZSCAN20	
NUP62	A_24_P322444
NUP62	
POTEI	A_24_P237804
POTEI	A_24_P410017
POTEI	A_24_P825874
FAM234B	A_23_P394567
FAM234B	
OR2M1P	A_32_P310503
MIR4686	
OR2M5	
ASCL2	A_23_P105088
ASCL2	A_32_P171061
C11orf21	A_23_P98671
C11orf21	A_24_P338409
C11orf21	
OR2M2	
GM2AP2	
CYCSP53	
MYOC	A_23_P23783
TSPAN32	
TSPAN32	A_23_P501722
TSPAN32	A_24_P252895
CACNA1G-AS1	
OR7E47P	A_24_P539039
OR7E47P	
ANKFN1	A_23_P350698
ANKFN1	A_32_P316545
ANKFN1	A_32_P47474
ANKFN1	
GABRD	A_23_P309720
GABRD	
FOXN2	
FOXN2	A_32_P140898
LINC00592	
KCNK3	A_23_P357724
KCNK3	A_23_P91104
KCNK3	A_24_P388190
KCNK3	A_24_P830315
KRT80	A_24_P331704
KRT80	A_24_P349264
IZUMO2	A_23_P101521
IZUMO2	
RPL39P33	
NRXN1	A_23_P95453
NRXN1	A_24_P282868
NRXN1	A_24_P942441
NRXN1	
NOG	A_23_P341938
KCNJ12	A_23_P129821
KCNJ12	A_24_P339429
U2AF2	A_23_P431418
U2AF2	
PDLIM1P2	
RPL21P120	A_23_P2725
RPL21P120	A_24_P161604
PRKCZ-DT	
ZBTB17	A_23_P654
ZBTB17	
LINC02874	
KCNJ18	
KPNB1-DT	
KPNB1-DT	A_24_P471719
KPNB1-DT	A_32_P158524
METTL7AP1	
KRT7	
KRT7	A_23_P381945
MAP3K10	A_24_P284523
MAP3K10	
CACNA1G	A_23_P107247
CACNA1G	A_24_P401686
CACNA1G	
RNU6-878P	
CD81-AS1	
RPL26P30	A_32_P205550
RPL26P30	A_32_P205553
KRT7-AS	
KRT86	
DGKZ	A_23_P127627
DGKZ	A_24_P103952
DGKZ	
KRT87P	
TTC9B	
TTC9B	A_23_P332392
CCNP	A_23_P78903
CCNP	
TBC1D3P6	
SRARP	A_32_P232455
KRT81	A_23_P25187
HSPB7	A_23_P103703
HSPB7	
AKT2	A_23_P208870
AKT2	A_23_P373475
AKT2	A_24_P359267
AKT2	
KRT83	A_24_P410408
CLCNKA	A_24_P2361
CLCNKA	
KRT89P	
KRT85	A_23_P204144
KRT85	
KRT84	
KRT82	A_23_P53450
KRT90P	
KRT75	A_23_P64854
FAM131C	A_24_P169073
KRT6B	A_23_P76249
KRT6C	A_23_P366936
KRT6C	
OR2T8	A_24_P298724
ZBTB2P1	
FHAD1-AS1	
EFHD2-AS1	
CCDC88A	A_23_P17269
CCDC88A	A_23_P28664
CCDC88A	A_24_P20120
CCDC88A	A_24_P28739
CCDC88A	
EFHD2	A_23_P23443
EFHD2	A_24_P251053
EFHD2	
KRT6A	A_23_P87653
KRT6A	
CTRC	
OR6F1	
KRT5	A_23_P218047
KRT5	
OR14A2	
OR14K1	
OR9H1P	
OR10K1	
OR2T12	
OR2T33	
ZBTB8A	A_23_P352365
ZBTB8A	A_32_P108436
ZBTB8A	A_32_P217500
ZBTB8OS	
ZBTB8OS	A_23_P357995
KRT71	
KRT74	A_23_P379147
KRT74	
KRT72	A_32_P48825
KRT72	
RN7SL432P	
NRAS	A_23_P63190
RNY1P13	
SIKE1	A_23_P85990
SIKE1	A_24_P937855
SIKE1	
	A_24_P935345
MIR641	
RNU6-945P	
C19orf47	A_32_P505133
C19orf47	
KRT73-AS1	
OR2T29	A_23_P12373
OR2T29	A_24_P281439
KRT73	A_23_P105453
DDX11L1	
CD3D	
CD3D	A_23_P138985
WASH7P	
MIR6859-1	
MIR1302-2HG	
MIR1302-2	
FAM138A	A_32_P923011
FAM138A	
OR4G4P	
OR4G11P	
OR4F5	
KRT128P	
CD3G	
CD3G	A_23_P98410
CICP27	A_24_P101231
	A_24_P761130
GRIP1	
RNU6-1100P	A_32_P77665
	A_24_P936312
OR2G6	
BLVRB	A_23_P153351
BLVRB	
ACTN2	
ACTN2	A_23_P115021
CASP1	
CASP1	A_23_P202978
PLD3	
PLD3	A_23_P27515
CLPB	A_23_P75978
CLPB	
OR13G1	
OR1C1	A_24_P299769
OR2M3	
OR2T10	
OR6N1	
OR6N1	A_23_P23502
OR2T11	
CFAP20DC	
OR10Z1	
SPTA1	A_23_P63158
SPTA1	
LINC01788	
CFAP92	A_32_P163739
CFAP92	
ZRANB2-AS1	
ZRANB2	A_23_P85521
ZRANB2	A_24_P242299
ZRANB2	
NXPE2	
NXPE1	A_23_P24543
NXPE1	
DCLK3	A_23_P80462
DCLK3	
CCR5	A_23_P412321
CCR5	
SETMAR	A_23_P80643
SETMAR	A_24_P230895
ARL2-SNX15	A_24_P198217
SNX15	A_24_P198217
SNX15	
MIR186	
ZRANB2-DT	
IQCJ-SCHIP1	
IQCJ-SCHIP1	A_32_P62863
TXNRD1	A_23_P204581
TXNRD1	
SAC3D1	A_23_P348298
NAALADL1	A_23_P52668
NAALADL1	
DPPA4	A_23_P380526
DPPA4	
CERS2	
CERS2	A_23_P63010
TCTA	A_23_P58002
TCTA	A_24_P123166
TCTA	
PFN2	A_23_P253301
PFN2	A_24_P396980
PFN2	
DPP9-AS1	
	A_24_P128098
OVCH1	
MIR7-3	
DNAJB8	A_23_P121413
KCNMB3	A_24_P251661
KCNMB3	A_32_P144007
KCNMB3	
LINC01842	A_24_P239451
	A_32_P29168
LINC00887	
CDCA5	
CDCA5	A_23_P104651
LINC01529	
LINC01529	A_24_P924739
ANXA9	
ANXA9	A_23_P103617
DUBR	
DUBR	A_32_P119744
MVK	
MVK	A_23_P105592
MVK	A_24_P372901
LINC00906	
PRUNE1	A_24_P217001
PRUNE1	A_23_P21316
ZFPL1	A_23_P98232
ZFPL1	
P3H2-AS1	
	A_23_P6596
	A_24_P938293
CLEC4OP	
	A_32_P138213
PSG8-AS1	
ZNF45-AS1	
TMEM262	
RNU6-884P	
LINC01530	A_32_P466979
BNIPL	A_24_P85850
BNIPL	
ZNF567-DT	
VPS51	
VPS51	A_23_P104641
ZNF30-AS1	
CYP2B7P	A_23_P121914
CYP2B7P	
CYP2B7P	A_24_P339514
LINC02038	
LINC02037	
	A_32_P191840
NCK1-DT	
LINC01063	
TIPARP-AS1	A_32_P142602
TIPARP-AS1	
WDR5B-DT	
C1orf56	A_24_P234116
C1orf56	A_24_P94351
C1orf56	
CDC42SE1	A_23_P320883
CDC42SE1	A_24_P110668
CDC42SE1	
ZNF470-DT	
HPN-AS1	
EEF1GP4	A_24_P921871
PSMC1P7	
SPTSSB	A_32_P199551
SPTSSB	
MIR4698	
	A_24_P916299
	A_24_P830361
LINC02067	
	A_32_P119830
PPIAP45	
RPL23AP42	A_23_P29747
MLLT11	A_23_P23346
LINC02416	
OTOL1	A_24_P7467
MIR4494	
TIMELESS	A_23_P53276
TIMELESS	A_24_P231004
TIMELESS	
TM7SF2	A_23_P127426
TM7SF2	A_23_P116037
TM7SF2	
IER5	A_23_P86330
IER5	A_24_P379223
RPUSD3	A_23_P255916
RPUSD3	
SLC25A44	A_24_P400473
SLC25A44	
FH	A_23_P34733
FH	
KMO	A_24_P77082
KMO	
KMO	A_23_P200838
KMO	A_24_P387926
	A_32_P114117
	A_32_P27240
LINC02987	
LINC02987	A_24_P592060
	A_32_P159535
RPS3AP53	
NR2C2	A_23_P40936
NR2C2	
	A_32_P36715
OPN3	
ZNF812P	A_32_P33434
STAT2	A_23_P76090
STAT2	
	A_23_P90359
LINC01785	A_32_P469390
LINC01785	
CHML	A_23_P46118
CHML	A_24_P712350
CHML	
LINC00663	A_24_P375168
LINC00663	
ATAD3A	A_23_P201357
ATAD3A	
NUDT19-DT	
LIPE-AS1	
LIPE-AS1	A_24_P170747
ILF3-DT	
ZNHIT2	A_23_P329286
NAPSB	
NAPSB	A_23_P90125
FAU	A_23_P127438
FAU	A_32_P11471
FAU	
NLGN1-AS1	
RN7SKP234	
ANAPC15P2	
NLGN1	
NLGN1	A_23_P18123
TMEM240	A_32_P161913
TMEM240	
	A_32_P234570
SIGLEC17P	
SSU72	A_23_P63289
SSU72	
SSU72	A_23_P307002
SYVN1	
SYVN1	A_23_P138826
SYVN1	A_24_P381224
ZNF56P	A_23_P385427
ZNF56P	A_24_P814872
ZNF56P	
	A_24_P324396
MIB2	A_24_P259328
MIB2	
COL6A4P1	
BSG-AS1	
ZNF793-AS1	A_32_P215866
ZNF793-AS1	
ZNF350-AS1	A_24_P367762
ZNF350-AS1	
GABRR3	A_23_P69020
GABRR3	
RANBP3-DT	
OR5BM1P	
	A_32_P159726
NUP210	A_23_P212159
NUP210	A_24_P282000
NUP210	
ZNF8-DT	
TMEM147-AS1	
TMEM147-AS1	A_24_P538590
APOC1P1	
PCAT19	
PCAT19	A_24_P843020
FAP	A_23_P56746
FAP	
TNFRSF1A	A_23_P139722
TNFRSF1A	A_24_P364363
TNFRSF1A	
MRPL49	A_23_P138819
MRPL49	A_24_P201491
MRPL49	A_24_P232500
MRPL49	
	A_23_P27758
MIR6751	
HIGD1AP10	
ZNF702P	A_23_P55666
ZNF702P	A_24_P344516
ZNF702P	
RNU2-23P	
PDCL2P2	
PGAM1P8	
CAPN1-AS1	
CAPN1	
CAPN1	A_23_P138835
HDAC11-AS1	A_32_P85009
ZNF826P	A_24_P921554
ZNF826P	A_32_P54531
ZNF826P	
HDAC11	A_23_P155360
HDAC11	
ZNF818P	
ZNF818P	A_32_P234691
ZNF818P	A_24_P804267
ZNF667-AS1	
ZNF667-AS1	A_32_P204795
CUL3	A_23_P209288
CUL3	A_24_P140030
CUL3	
MIR7-3HG	A_23_P353667
MIR7-3HG	
BCL9	A_23_P382602
BCL9	
ARNTL2	A_23_P53345
ARNTL2	A_23_P76145
ARNTL2	A_32_P399546
ARNTL2	
RPL6P3	A_24_P575336
PXDN	A_23_P257144
PXDN	
EXO1	
EXO1	A_23_P23303
FBLN2	A_23_P143981
FBLN2	
LINC00665	
LINC00665	A_24_P42330
LINC00665	A_24_P16214
CEACAM16-AS1	
RPL23AP20	
MYT1L-AS1	
BECN2	
CFL1P4	
	A_32_P98496
MAP1LC3C	A_24_P216456
LINC01535	
TUBB8P6	
SLC22A20P	
WDR64	A_23_P399116
WDR64	
MYT1L	A_23_P398712
MYT1L	A_32_P91663
MYT1L	
	A_32_P67036
LINC00662	
LINC00662	A_24_P913216
TRIM64B	A_23_P12972
TRIM64B	A_24_P213120
SERPINI2	A_23_P132826
SERPINI2	
SERPINI2	A_23_P356154
MIR3117	
DYNLT5	
DYNLT5	A_32_P160045
TSSC4	A_23_P2026
TSSC4	
ARNTL2-AS1	
	A_32_P173385
DNAI4	A_24_P409013
DNAI4	
IQCG	A_23_P124377
IQCG	A_23_P300070
IQCG	A_23_P300076
IQCG	
TRPM5	A_23_P87279
TRPM5	
C19orf48	A_23_P27656
C19orf48	
ZNF664	A_24_P232659
ZNF664	A_23_P359655
ZNF664	
SGIP1	A_23_P62881
SGIP1	A_24_P333857
SGIP1	A_32_P50943
SGIP1	
RNU6-858P	
RPL35A	
RPL35A	A_23_P44956
ZNF528-AS1	
RFLNA	A_24_P288890
RFLNA	A_32_P200697
RFLNA	
NAPA-AS1	
POU2F2-AS1	A_24_P459739
	A_32_P111524
RNU6-621P	
A1BG-AS1	A_24_P721699
LMLN-AS1	
MIR6880	
	A_32_P159820
FRG2FP	
TUBB8P8	
FAM157A	
FAM157A	A_24_P401981
FAM157A	A_24_P818010
FAM157A	A_32_P41375
NCOR2	
RNU6-860P	A_32_P77665
CICP6	A_24_P101231
SEPTIN14P3	A_32_P27698
LMLN	
LMLN	A_23_P43786
ZNF790-AS1	
ZNF561-AS1	
ZNF426-DT	
PPP5D1P	A_24_P929514
PPP5D1P	
	A_24_P135427
MTND1P35	
TRIM49D1	
GORASP1	A_23_P427114
GORASP1	
C3P1	A_32_P14582
TRIM49D2	
TRIM51EP	
TRIM53AP	A_24_P16353
TRIM49C	
DNMT1	A_24_P408083
DNMT1	
TRIM64EP	A_24_P170247
TRIM64EP	A_24_P281636
UBTFL1	
TRIM64	A_23_P12972
TRIM64	A_24_P213120
FXYD2	
FXYD2	A_24_P196562
FXYD2	A_23_P161769
SENP5	A_23_P18102
SENP5	A_23_P29504
SENP5	A_32_P114447
SENP5	A_32_P32653
SENP5	
FXYD6-FXYD2	A_23_P161769
FXYD6-FXYD2	A_24_P196562
KCNH3	A_23_P87917
KCNH3	
FXYD6-AS1	
FXYD6	A_23_P150394
FXYD6	
MELTF	
MELTF	A_23_P212042
MELTF	A_23_P386320
CNIH3-AS1	
LINC02813	
LINC02813	A_32_P196615
MCRS1	
MCRS1	A_23_P48237
LBR	A_23_P200493
LBR	
DNAH14	A_23_P333951
DNAH14	A_32_P87531
DNAH14	A_24_P127691
DNAH14	
DLG1	A_23_P212034
DLG1	A_23_P416142
DLG1	A_24_P131752
DLG1	
IL10RA	A_24_P52733
IL10RA	A_24_P107303
IL10RA	
PRPF40B	
PRPF40B	A_23_P411922
CAVIN3	A_23_P203475
CAVIN3	A_24_P215352
SMPD1	
SMPD1	A_23_P203488
DCDC2B	
DYRK3	A_23_P12282
DYRK3	A_24_P345209
DYRK3	
NT5DC4	
TNFSF18	A_23_P115444
MAP10	A_23_P310701
MAP10	A_23_P413021
PLPPR4	A_32_P148538
RNU7-104P	
SOS1	
SOS1	A_23_P343808
APBB1	
APBB1	A_23_P1998
APBB1	A_24_P372613
FAM186B	A_23_P25445
FAM186B	
TRIM67	
DOCK6	A_23_P67299
DOCK6	
RNU6-834P	
POLR2KP1	
PARK7P1	
HIGD1AP9	
FMNL3	A_23_P379200
FMNL3	A_24_P229350
FMNL3	
FPGT	A_23_P200030
FPGT	
LEXM	A_24_P94319
RPRD2	A_23_P60657
RPRD2	
NBPF19	A_23_P103454
NBPF19	A_23_P359430
NBPF19	A_32_P171181
NBPF19	A_32_P27020
NBPF19	A_32_P83465
	A_24_P255415
ARL6IP4	A_23_P47848
ARL6IP4	A_23_P53324
