hgnc_symbol	agilent_cgh_44b
CDY4P	
MROH6	
RBMY1D	
PKD1P3	
CEP20	
SCRIB	
RBMY2WP	
USP9YP24	
TTTY10	
UBE2V1P3	
FAM8A4P	
ARSLP1	
TRIM60P8Y	
HLA-DPA3	
FAM197Y9	
FAM197Y3	
PAIP1P1	
NFKBIL1	
MED13P1	
TSPY6P	
LENG8-AS1	
CYCSP46	
RNU6-303P	
RNA5SP518	
RN7SL702P	
RNA5SP520	
RNA5SP521	
RNU6-109P	
RNA5-8SP6	
RNA5SP519	
RNU6-184P	
OFD1P6Y	
CORO7	
HSFY2	
MPIG6B	
RPL15P20	
ABCC6P2	
THEMIS	
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
PDXDC1	A_14_P200415
PDXDC1	
USP9YP10	
USP9YP28	
RNU1-41P	
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
XKRY	
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
HLA-F	A_14_P136252
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
XKRY2	
ACTG1P11	
PRYP2	
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ELOCP13	
OFD1P4Y	
USP9YP14	
RNU1-48P	
USP9YP5	
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	
RAB9AP4	
TRAPPC2P7	
TTTY14	
	A_14_P135631
KDM5D	
SLC44A4	
CEP170	
PBX2	
LINC03003	
RN7SKP175	
COL11A2	
HCG25	
HSFY1	
AKT3	
TGIF2LY	
RBMY1F	
PKD1P1	
ABCC6	
CDY2A	
ZNF736P3Y	
TRIM60P9Y	
PRKY	
RN7SKP282	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
TRIM60P10Y	
ZNF736P2Y	
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	
LINC01347	
SDCCAG8	A_14_P108488
SDCCAG8	
TTTY4C	
DAZ4	
HLA-DQA1	
C6orf136	A_14_P126271
C6orf136	
PRR3	A_14_P200174
PRR3	A_14_P132653
PRR3	
RNU6-747P	
MYO19	
MPV17L	
NTAN1	
GPANK1	
NOTCH4	
TAP2	
CSNK2B	
VPS52	
NPIPA3	
BMERB1	A_14_P128353
BMERB1	
CDY2B	
XGY2	
XGY2	A_14_P119761
BFAR	A_14_P126819
BFAR	A_14_P122508
BFAR	
RNU6-1334P	
SRY	
RNASEH2CP1	
TOMM22P2	
RPS4Y1	A_14_P202550
RPS4Y1	
HLA-S	
KIFC1	
SLC39A7	
PKD1P6	
HSFY3P	
NAP1L1P2	
ZFY	A_14_P131077
ZFY	
PCGF2	
NDE1	
ZFY-AS1	
EEF1A1P41	
PSMA6P1	
SFPQP1	
TAB3P1	
DPPA2P1	A_14_P201531
DDX3Y	
DDX3Y	A_14_P105166
RPL17P40	
MARF1	
MLLT6	A_14_P120127
MLLT6	A_14_P117124
MLLT6	
ZNHIT3	A_14_P122338
ZNHIT3	
PRPF31-AS1	
CASKP1	
UTY	
ABCC1	
SFTA2	
TADA2A	A_14_P138237
TADA2A	
RPL35AP4	
ATF6B	
CCHCR1	
HLA-DQA2	A_14_P201750
HLA-DQA2	A_14_P105895
MRM1	
GGNBP2	
GGNBP2	A_14_P139036
NPIPA1	
	A_14_P200416
NOMO3	
CCL15	
PIP4K2B	
TAPBP	
POLR2LP1	
AATF	
AATF	A_14_P113553
TMSB4Y	A_14_P116998
ANOS2P	A_14_P116998
ANOS2P	
VCY	
TBC1D3H	
DDX39B	
DAZ3	
HCG9	
RANP1	
ZBTB12	
CCL4	A_14_P133531
DAZ1	
C17orf98	
SOCS7	A_14_P135269
SOCS7	
C6orf47	
EPOP	
LRRC37A9P	
PPP1R12BP2	
REREP1Y	
RBMY2CP	
RDM1	
AMELY	
TBL1Y	A_14_P133165
TBL1Y	
HLA-C	
GPR143P	
DAZ2	
MYH11	
HEATR9	
HSD17B8	A_14_P131137
TSPY2	
SKIV2L	
SKIV2L	A_14_P134852
RBMY1A3P	
TTTY20	
FAM197Y8	
TSPY8	
LY6G6D	
FAM197Y7	
TSPY7P	
FAM197Y6	
TSPY3	
HNF1B	
AGKP1	
NLGN4Y-AS1	
RBMY1E	
HLA-DQB1	
STK19B	
RGL2	
NLGN4Y	
MUCL3	A_14_P201798
MUCL3	
VARS2	
PIGW	
CCL5	
LINC00278	
CDY22P	
ELOCP17	
SRCIN1	
OFD1P18Y	
TRAPPC2P4	
SNORD32B	
RAB9AP3	
USP9YP20	
RNU1-40P	
	A_14_P105584
USP9YP21	
XKRYP6	
PRYP4	
SNORD117	
SNORD48	
SNORD52	
ELOCP11	
CDY23P	
USP9YP26	
HSFY8P	
OFD1P15Y	
RBMY2DP	
REREP2Y	
PPP1R12BP1	
RNU6-1314P	
CYCSP48	
ANKRD36P1	
VCY1B	
PNPLA4P1	
OFD1P2Y	
OFD1P5Y	
TBL1YP1	
RPS4Y2	
HSFY4P	
GAPDHP17	
TMEM167AP1	
TOMM22P1	
NEFLP1	
PRORY	
RBMY2TP	
TSPY14P	
RBMY1HP	
RBMY1B	
DUSP14	
GPR179	
YWHAEP7	
CISD3	A_14_P133993
LHX1	
LHX1	A_14_P102912
RBMY1A1	
SYNRG	
TTTY13	
DAXX	
ELOCP5	
CDY10P	
USP9YP3	
USP9YP8	
CDY11P	
RBMY2EP	
HSFY6P	
USP9YP18	
CDY14P	
ELOCP16	
XKRYP3	
USP9YP25	
USP9YP29	
RNU1-97P	
RAB9AP1	
TRAPPC2P9	
OFD1P11Y	
PRYP3	
RNU2-57P	
VDAC1P6	
EIF4A1P2	
KRT18P10	
SNX3P1Y	
RPL26P37	
PCDH11Y	
PCDH11Y	A_14_P116870
NELFE	
RN7SL274P	
OFD1P10Y	
NPIPA7	
ELOCP9	
CDY15P	
XKRYP4	
USP9YP13	
USP9YP11	
TTTY3B	
USP9YP12	
RNU1-86P	
RAB9AP5	
TRAPPC2P10	
OFD1P12Y	
ELOCP10	
CDY1B	
CDY17P	
USP9YP35	
USP9YP31	
CDY18P	
GOLGA6L11P	
HCG24	
DNM1P24	
CSPG4P2Y	
CSPG4P3Y	
GOLGA2P2Y	
RN7SL818P	
UBE2Q2P4Y	
LINC00265-2P	
CICP2	
SEPTIN14P22	
RBMY2XP	
TTTY17B	
TRIM60P5Y	
ZNF736P12Y	
TTTY4B	
BPY2B	
PRRC2A	
ZNF736P4Y	
TTTY17C	
RBMY2YP	
SEPTIN14P23	
CICP1	
LINC00265-3P	
UBE2Q2P5Y	
GOLGA2P3Y	
RN7SL725P	
CSPG4P4Y	
CSPG4P1Y	
DNM1P48	
GOLGA6L16P	
CDY19P	
USP9YP36	
USP9YP33	
CDY20P	
ELOCP34	
OFD1P13Y	
TRAPPC2P5	
RAB9AP2	
USP9YP30	
RNU1-107P	
TTTY3	
USP9YP9	
USP9YP19	
XKRYP5	
TPTE2P4	
CYCSP49	
SLC25A15P1	
PARP4P1	
CCNQP2	
CDY1	
TSPY4	
RNU4-45P	
RBMY1J	
C4B-AS1	
TSPY9	
BCORP1	
TXLNGY	
MYL12BP3	
POU5F1	
ZNF736P9Y	
GYG2P1	
CYB5AP3	
CWC25	
SERPINA1	
PRIMA1	
C17orf78	
	A_14_P104636
IFI27	
IFI27	A_14_P135314
CCL14	
MMP28	
PPP4R4	
PPP4R4	A_14_P129470
CYP21A1P	
C4A	A_14_P137370
C4A	
MOAP1	
TMEM251	
SERPINA6	
FAM181A-AS1	
BTBD7	
TAF15	
TAF15	A_14_P115859
TAF15	A_14_P133031
DXO	
RNU6-280P	
IFI27L1	
UNC79	
PHF1	
PHF1	A_14_P124800
C4B	
CCL15-CCL14	
DHRS11	
DHRS11	A_14_P134384
ARHGAP23	
LINC02287	
CCDC197	
SERPINA10	
ATP6V1G2	
OBP2B	
UBR7	A_14_P131332
UBR7	
LCN1P1	
ABO	
LINC02833	
SERPINA2	
LCN1P2	
SURF6	
ITPK1-AS1	
ASB2	
MED22	
PSMB3	
CDSN	
ITPK1	
TBC1D3F	
TBC1D3JP	
RPL7A	
SNORD24	
SNORD36B	
SNORD36A	
OTUB2	
OTUB2	A_14_P103762
SNORD36C	
SURF1	
MICE	
FAM181A	
COX8C	A_14_P107889
IFI27L2	
SLC16A1	
SURF2	
CHGA	
SURF4	
AKR7A2P1	
LRIG2-DT	
ZBTB22	
USP8P1	
DDX24	
SERTAD4-AS1	
STKLD1	
SERTAD4	A_14_P128677
SERTAD4	
ST13P19	
HHAT	A_14_P131922
HHAT	
REXO4	
C4B	A_14_P137370
GON7	
RNU6-1258P	
RNU5A-8P	
BPNT2P1	
ADAMTS13	
HLA-DQA2	
ZNF445	
ZNF852	
CACFD1	
EI24P3	
ZKSCAN7	
SLC2A6	
ZKSCAN7-AS1	
ZNF660	
ZNF660	A_14_P108575
MPRIPP1	
ZNF197	A_14_P136285
ZNF197-AS1	
ZNF35	
CYP21A2	A_14_P138696
CYP21A2	
SOCS5P3	
ZNF502	
HCG20	
ZNF501	A_14_P110859
ZNF501	A_14_P124519
ZNF501	
KIAA1143	
KIF15	
MICA	A_14_P130948
MICA	
FOXR1	
CENATAC-DT	
CENATAC	
FAM8A5P	
RPL23AP64	
RPS25	
TRAPPC4	
TRAPPC4	A_14_P134701
TRAPPC4	A_14_P122802
MIR564	
TMEM42	A_14_P116265
TMEM42	
TGM4	
SLC37A4	
HYOU1	
LINC00349	
RNU1-62P	
	A_14_P133320
RNA5SP136	
SNX19P2	
ANKRD26P4	
TERF1P5	
PARP4	
ZDHHC20P2	
USP12-DT	
MIPEP	
C4A-AS1	
LINC00442	
PSPC1P1	
RHOT1P3	
CYCSP33	
TPTE2P6	
LSP1P1	
ZNF962P	
FAM207BP	
LINC00297	
KATNAL1	
LINC00365	
RPL17P51	
HSPD1P9	
GGT4P	
C1QTNF9-AS1	
UBE2L5	
CCNA1	A_14_P104510
VPS11-DT	
VPS11	
PAN3-AS1	
USPL1	A_14_P139384
USPL1	A_14_P103203
LINC00384	
URAD	
MTCO3P2	
HMGB1	
STARD13-AS	
KAT6B	A_14_P120610
KAT6B	A_14_P120330
KAT6B	
SOHLH2	
FEM1AP4	
LINC00572	
USP24P1	
GPALPP1	
ZBTB9	A_14_P135363
FAM230C	
LINC00330	
HSPH1	
IGSF3P1	
KMT5AP1	A_14_P108685
WDR46	
NALCN-AS1	
LINC00411	
RPS20P32	
FABP3P2	
LINC02340	
MTUS2-AS1	
NUFIP1	
KPNA3	
SMARCE1P5	
LINC01066	
CRYL1	
C13orf46	
RASA3	
LINC00398	
SMPD4P2	
LINC00562	
RPS21P8	
RBM22P2	
ATP5F1EP2	
CDX2	
PAN3	
RASA3-IT1	
LINC00332	
CAB39L	
CYCSP34	
RGS17P1	
CHCHD2P11	
LINC02334	
TIMM9P3	
LINC00457	
RAD17P2	
SMIM2-IT1	
PRDX2P1	
SLC25A15	
SLC25A15	A_14_P136137
LINC00385	
LINC00387	
DNAJC15	
DNAJC15	A_14_P201007
LINC00412	
STARD13-IT1	
GPR12	
LINC01076	
MTUS2-AS2	
GTF2F2	
LEUTX	
DYRK1B	
LINC02343	
ZNF646P1	
RPP40P2	
PPIAP26	
GAMTP2	
WASF3	
WASF3	A_14_P108815
LINC00366	
LINC00407	
ANKRD26P3	
MIR6719	
FBL	
POSTN	
DUSP29	
FCGBP	
PRR13P5	
PSMC4	A_14_P113810
ZNF546	A_14_P101551
ZNF546	
ZNF780B	
ZNF780A	
SYNGAP1	
RNU6-943P	
SERP2	
SERP2	A_14_P115772
LINC00558	
GNG5P5	
FNDC3A	
LINC01784	
PRAMEF11	
PRAMEF30P	
HNRNPCL1	
PRAMEF2	
PRAMEF4	
PRAMEF10	
FHP1	
CCDC169-SOHLH2	
PRAMEF7	
RNU6-1072P	
PRAMEF29P	
PRAMEF6	
BCL2L14	A_14_P127897
BCL2L14	
FREM2-AS1	
TOMM22P3	
EEF1A1P3	
PRAMEF28P	
SUGT1P3	
PRAMEF27	
LHFPL6	
HNRNPCL3	
WDR95P	
POLR3KP1	
SLC25A5P4	
LINC00378	
PRAMEF34P	
PRAMEF35P	
SPATA13-AS1	
USP12-AS1	
PRDX3P3	
PRR20FP	
PRAMEF36P	
RPSAP53	
DNAJA1P1	
LINC01065	
PRAMEF26	
DIAPH3-AS1	
ELL2P3	
BCRP9	
AKAP11	A_14_P132644
AKAP11	A_14_P125496
PTMAP9	
MIR1244-4	
LRP6	
PRAMEF13	
SMIM2	
MZT1	
CASC20	
PRAMEF31P	
PLCB1-IT1	
LINC01053	
LINC01053	A_14_P104159
ADRA1D	
H3P36	
LINC00374	
PROSER1	
RSPO4	
PRAMEF32P	
RNU6-771P	
DEFB129	A_14_P200561
DEFB129	A_14_P113156
ANGPT4	
SIRPG	
RPL37P21	
COX7CP1	
ERICH6B	
LINC00547	
RPL13AP25	
KL	A_14_P115975
DYNLT3P1	
SHLD1	A_14_P116393
SHLD1	A_14_P138002
MARK2P12	
TPTE2P5	
RNU6-545P	
LINC01706	A_14_P137210
RNU6-318P	
MANSC1	
TMX4	
PCDH8	
RPL23AP66	
RPL35AP31	
LOH12CR2	
PIBF1	A_14_P114659
PIBF1	
SLX4IP	
BORCS5	A_14_P111743
BORCS5	
EEF1A1P34	
DEFB125	
DUSP16	
MACROD2-IT1	
NKX2-2	
BMP2	
PDYN	
FABP5P1	
BORA	A_14_P138511
BORA	A_14_P137554
BORA	A_14_P138624
BORA	A_14_P121461
BORA	
MAGI1	
LINC01428	
RPLP0P1	
FAM110A	A_14_P123797
FAM110A	
INSM1	A_14_P120382
INSM1	A_14_P121811
SIRPG-AS1	
DEFB128	
LINC01713	
LINC00393	
BTBD3-AS1	
IDH3B-DT	
KLHL1	
SCP2D1-AS1	
DEFB126	A_14_P122034
DEFB126	
BTBD3	
GTF3A	
GTF3A	A_14_P122130
MFAP1P1	
LINC00437	
CNMD	
NKX2-4	
RPL7P2	
RPS10P2	
EIF4E2P1	
TMEM230	
B3GLCT	A_14_P114108
B3GLCT	
BCL7A	
LINC01442	
LINC01442	A_14_P135735
NAP1L4P3	
HNF4GP1	
RPL12P34	
PCDH9-AS4	
TPTE2P2	
LINC02985	
MLXIP	
HMGN2P39	
LINC00364	
PLA2G12AP2	
ZDHHC20P4	
LINC00550	
PCDH9-AS2	
ELF1	
PCSK2	A_14_P118766
PCSK2	
SCEL	A_14_P100253
SCEL	A_14_P135143
SCEL	
	A_14_P123544
ZNF343	
PA2G4P2	
NKX2-2-AS1	
CST8	A_14_P123029
SLC25A26	A_14_P106441
ISM1	
SNORD84	
SNORA38	
FLRT3	
CST5	
RPL7AP13	
PGAM3P	
LINC01752	
SYNDIG1	A_14_P125534
SYNDIG1	A_14_P107137
SYNDIG1	
LINC01432	
RPS11P1	
HAO1	
COX4I1P2	
FGFR1OP2P1	
KATNBL1P1	
TSC22D1	
RNU6-787P	
RN7SL482P	
LINC01751	
XRN2	
NPM1P22	
NIPA2P5	
PWWP2AP1	
RPL31P53	
RPL18AP17	
SPATA2P1	
HSPD1P8	
RPL21P111	
MTCL1P1	
FREM2	
GPCPD1	
RPL21P109	
LINC00331	
CTAGE11P	
PRR20B	
HNRNPA1P18	
TBC1D4	
SIRPB3P	
SNRPB2	
HLA-DRB8	
LINC01355	
LINC01722	
HNRNPR	
GAPDHP2	
PCMTD1P7	
CST13P	
VDAC1P12	
RPL21P108	
RPS3AP52	
CTAGE16P	
UBBP5	
LINC00333	
EIF4EP1	
CST7	
PRR20D	
SPRY2	
PRR20E	
PTPN2P2	
RPS3P1	
UFM1	
CSTP1	
APMAP	
BFSP1	
IGKV5-2	
IGKV7-3	
OR7E33P	
PGBD4P5	
MTND4P1	
IGKV2-4	
MTCO2P3	
DACH1	
IGKV1-5	
IGKV1-6	
IGKV3-7	
IGKV1-8	
IGKV1-9	
IGKV2-10	
IGKV3-11	
IGKV1-12	
IGKV1-13	
IGKV2-14	
IGKV3-15	
IGKV1-16	
IGKV1-17	
IGKV2-18	
IGKV2-19	
IGKV3-20	
FRG1EP	
PDYN-AS1	
IGKV6-21	
BSNDP2	
CFTRP2	
IGKV1-22	
IGKV2-23	
GGTLC1	
IGKV2-24	
IGKV3-25	
IGKV2-26	
IGKV1-27	
IGKV2-28	
IGKV2-29	
IGKV2-30	
IGKV3-31	
IGKV1-32	
IGKV1-33	
GTF2IP3	
ZNF436	
IGKV3-34	
OR7E111P	
IGKV1-35	
IGKV2-36	
IGKV1-37	
PPIAP23	
LINC02333	
IGKV2-38	
IGKV1-39	
KLF5	A_14_P136369
KLF5	
ZNF436-AS1	
IGKV2-40	
FAM182B	
TCEA3	
POM121L3P	
CST2	
RBM26-AS1	
CST12P	
	A_14_P125197
RPL31P54	
DSTN	A_14_P117742
DSTN	
CBY2	A_14_P137282
LINC00408	
ASAP3	
CFTRP3	
UBE2D3P4	
VN1R108P	
WASF3-AS1	
STK35	A_14_P105112
STK35	
LINC00377	
TGDS	
DUX4L35	
LINC01597	
RPS18P1	
SCRT2	
ISM1-AS1	
NCOA6	
RPS10P21	
BCAS2P3	
RABEPKP1	
FLT1	
E2F2	
ID3	
NEK2P2	
TOMM40P2	
CCT8L2	
CFTRP1	
DEFB127	
IGKV2OR22-3	
ANKRD62P1-PARP4P3	
LINC01723	
LINC01723	A_14_P133013
ZNF402P	
FABP5P11	
CHEK2P4	
ACTR3BP7	
IGKV1OR22-5	
GLRXP1	
	A_14_P115613
SPTLC3	A_14_P133013
SPTLC3	
ABCD1P4	
SLC25A15P5	
PABPC1P9	
HSFY1P1	A_14_P102921
LINC01665	
TMEM191B	
DUX4L32	
HSPE1P1	
GSTM3P1	
MACROD2-AS1	
BNIP3P2	
FAM182A	
ANKRD62P1	
ZNF72P	
GRAMD4P2	
MED15P7	
NBEAP3	
SUSD2P2	
FRG1GP	
IGKV3OR22-2	
FAM247B	
PCDH9-AS3	
BMS1P22	
ACSS2	A_14_P103550
ACSS2	
UBAC2	
UBAC2	A_14_P110230
KCNMB3P1	
IGKV2OR22-4	
POTEH-AS1	
CSN2	
PARP4P3	
GPM6BP3	
SLC9B1P4	
DUXAP8	
PPP1R26P2	
FAM230A	
MTND1P17	
NF1P6	
STATH	
STATH	A_14_P131578
RFC3	
RFC3	A_14_P116670
CA15P2	
TPTEP1	
HTN3	
GGTLC3	
SYNGR2P1	
CLTCL1	
RN7SL673P	
DNM1P28	
ULK4P3	
GOLGA8T	
RN7SL469P	
DNM1P30	
ANKRD26P2	
RNU6-17P	
DCT	
HTN1	
ARHGAP11B-DT	
RN7SL628P	
ULK4P2	
DNM1P50	
GOLGA8Q	
POU4F1	
CSN1S2AP	
TM9SF2	
PRR27	
RN7SL796P	
MPHOSPH10P2	
GOLGA8N	
RN7SL286P	
SLAIN1	A_14_P132484
SLAIN1	A_14_P100327
SLAIN1	A_14_P122315
SLAIN1	
IGKV1OR22-1	
PSLNR	
RIMBP3	
IGLV3-2	
PI4KAP1	
SCG5-AS1	
GREM1-AS1	
GREM1	
GREM1	A_14_P137758
FAT1P1	
DUX4L33	
AIMP1P1	
DEFB115	
MIR663AHG	
PSMD10P3	
SPATA13	A_14_P127970
SPATA13	
MED15	
MED15	A_14_P109399
LINC02542	
IBTK	
TP53INP2	A_14_P123404
TP53INP2	
CYCSP41	
FAM207CP	
OR4K11P	
LONRF2P5	
CST2P1	
CST9LP1	
MED28P7	
RPS27AP2	
JAG1	
SOWAHCP2	
SNX18P13	
CTBP2P10	
C21orf91-OT1	
RBPMSLP	
SREK1IP1P1	
CDRT15P8	
MIR548XHG	
FDPSP6	
RPL39P40	
GXYLT1P2	
PPIAP22	
SLC6A6P1	
FEM1AP1	
CTBP2P9	
CHODL-AS1	
TUBAP1	
TMPRSS15	
SLC23A2	
TBCE	
TBCE	A_14_P112430
TBCE	A_14_P123801
OGFOD1P1	
LINC00392	
NHLRC3	
FRG1FP	
IGLC2	
VN1R7P	
ZNF299P	
VWFP1	
IGLV3-6	
IGLV2-8	
IGLV3-12	
IGLL5	
LINC02246	
RPS21P1	
B3GALNT2	
IGLV3-10	
SNX19P1	
IGLV3-9	
IGLV2-11	
RNF185-AS1	
IGLV3-7	
SLC25A15P4	
GPX1P2	
OSBP2	
CXADR	
LINC02338	
LINC00557	
OLFM4	A_14_P109461
PPIAP3	
CST9L	
ARF4P3	
LIN28AP2	
CCT5P2	
PSPC1P2	
PRR20A	
MTCYBP14	
MTND6P14	
MTND5P19	
LINC01078	
MTND4P10	
MTND4LP21	
MTND3P8	
MTCO3P46	
GNG4	
IPO5	A_14_P108358
IPO5	A_14_P139650
IPO5	
IPO5	A_14_P127826
BSNDP3	
FAM242B	
DUX4L37	
LINC01734	
TASP1	
IGHV1OR21-1	
HSPD1P7	
LINC01687	
MSANTD2P1	
C1QBPP1	
RNU6-130P	
NANP	
RWDD2B	
TPBG	
CTNNBL1	
CPEB2-DT	
RPL10P1	
LINC00317	
GRAMD4P1	
LINC01667	
MAP3K7CL	
MAP3K7CL	A_14_P132629
NDUFB11P1	
PGAM1P9	
LIPT1P1	
SNRPFP3	
LINC02783	
DIAPH3	
PADI1	
WFDC9	
SOGA1	
	A_14_P117633
PADI3	
IGLV3-4	
IGLJ3	
LINC00161	A_14_P128592
IGLV3-1	
ISCA2P1	
GRIK1-AS1	
IGLV2-5	
VPREB3	
LINC01728	
LINC01697	
LINC02967	
LINC00489	
MIR3972	
WFDC10A	
PADI4	
VN1R9P	
LINC01689	
H2AZP6	
PGBD4P2	
LINC00652	
IGLJ4	
LIF-AS1	A_14_P103951
KRT18P2	
SYN3	
BACH1-AS1	
URB1	
PPP1R16B	
PADI6	
MYO18B-AS1	
IGLV4-3	
LINC01422	
NCOR1P1	
KIAA1755	
OSM	
PTPRD	
HYDIN	
RBMX2P1	
KRTAP25-1	
AP1B1P2	
RCC2-AS1	
SNX18P10	
GUSBP11	
RPSAP68	
RCC2	
JAM2	
JAM2	A_14_P122396
ZNF337	
NPM1P19	
DRG1	A_14_P100600
DRG1	A_14_P134866
DRG1	
DHX35-DT	
PTPRT-AS1	
DHX35	
DHX35	A_14_P137060
EEF1A1P1	
LINC01683	
USP16	
ZNRF3-IT1	
IGLC4	
HORMAD2	
FBXO7	
RLIMP1	
CHCHD2P8	
SRSF1P1	
RPS26P47	
BRD7P5	
LINC00410	
PCDH17	A_14_P102449
PCDH17	A_14_P129641
SP3P	
RPL21P110	
EDNRB	
RPL8P2	
TOX2	
TOX2	A_14_P116429
LINC02573	
LINC01692	
CLDN17	
BACH1-IT3	
CYYR1	
DPPA2P2	
RPS6KA1	
RPS6KA1	A_14_P138281
RPL23P2	
BTF3L4P1	
GAPDHP14	
MRPS6	A_14_P115764
LINC00440	
RPS12P24	
LINC01050	
NCF4	A_14_P110052
USP12	
SNORA71B	
KCNK15-AS1	
RPL37P3	
THUMPD1P1	
HIGD1AP2	
TXNL1P1	
LINC00189	
RPL23AP69	
PPIAP1	
HNRNPA1P31	
LINC00446	
LLPHP2	
LINC01673	
GAPDHP54	
KRTAP24-1	
CALB2	
RPL12P9	
BACH1-IT1	
EYA2	A_14_P135474
EYA2	A_14_P122435
EYA2	
EYA2	A_14_P119842
BACH1-IT2	
SLC5A3	A_14_P121964
NCSTNP1	
MTCO1P1	
WBP4	A_14_P133769
CHAF1B	
LINC02342	
LINC00560	
SERTM1	
ELOCP23	
MTND5P3	
SOX21	
SLC7A1	
LINC01695	
LINC01425	
ZNF70	
RPS3AP1	
LINC02136	
SCAF4	
IGLJ2	
MIATNB	
SLC15A1	
LINC02558	
GPX6	
RNU1-116P	
SFI1	
RNU1-79P	
LINC02871	
MIR1976	
RN7SL679P	
RNU7-29P	
WFDC11	
ELMO2	
CTIF	A_14_P100933
CTIF	
CYCSP42	
EIF4A1P1	
PCCA-AS1	
LINC00307	
RPL13AP7	
MIR17HG	
CCT8	
RPL39P29	
VENTXP2	
LINC00427	
LINC00543	
LONRF2P2	
ATP6V1G1P7	
LINC02341	
MIR4743	
SCMH1-DT	
FOXO1	
ARF4P4	
FOXO6	
STK24-AS1	A_14_P118668
LINC00381	
COG3	
COG3	A_14_P119032
COG3	A_14_P123918
FOXO6-AS1	
LINC01309	
RPS26P3	
SRGNP1	
GAPDHP34	
MTND6P18	
LRCH1	
NCAM2	A_14_P137129
NCAM2	A_14_P135757
NCAM2	A_14_P122004
NCAM2	
LINC00428	
RNGTTP1	
LINC00363	
LINC02920	
OR4K12P	
GPR180	A_14_P108813
GPR180	A_14_P137775
LTN1	
PTMAP5	
KRT18P27	
RPL21P112	
LINC01048	
SCEL-AS1	
COX5BP6	
LINC01038	A_14_P134368
NXT1P1	
FTLP8	
CDADC1	A_14_P103321
CDADC1	A_14_P107593
CDADC1	
CACNA1I	
CACNA1I	A_14_P111322
LINC01427	
ZDHHC4P1	
LINC00430	
LINC01080	
DDX6P2	
TGM2	
ABCC4	
RPL37P4	
APP-DT	
APP	
CDC27P3	
RIPOR3	
RPL35AP	
ATG3P1	
SPATA2	
FAM83D	A_14_P136972
FAM83D	A_14_P132162
SLC2A10	
RN7SKP178	
PPIAP68	
INO80D	
RPS2P7	
KCNB1	
INPP5D	A_14_P128062
INPP5D	
KCNK15	A_14_P135203
CDH22	
RPL27P8	
INO80D-AS1	
PRSS21	
NDUFS1	
RNF114	
KRT18P4	
PPIAP10	
LINC01754	
LINC01746	
EIF1P4	
ZG16B	
ZG16B	A_14_P118022
CFAP61-AS1	
DUX4L34	
SLC35C2	
RPS3AP51	
TNRC6B	
PRSS30P	
PRSS22	
DIS3	
IGLC3	
RN7SL32P	
PIK3IP1	
ATG16L1	
CTAGE1	
ATP7BP1	
IGLC1	
HORMAD2-AS1	
ISX	A_14_P110526
MCAT	
TP53RK-DT	
APCDD1L	
CXADRP1	
RPSAP64	
DSCR4	
IGLJ1	
ATP5MFP1	
TPT1P1	
EDEM2	
RPS5P2	
LIMK2	
LINC01423	
LINC01549	
CLDN8	
CNN2P7	
BAGE2	
LINC01523	
FRG1DP	
LINC01721	
C21orf140	
LINC02943	
DSCR8	A_14_P101763
DSCR8	A_14_P106117
NCOA3	A_14_P135867
NCOA3	A_14_P129385
NCOA3	
FABP5P4	
LINC00351	
LINC02336	
BRK1P2	
RPL14P5	
MTND6P12	
COG6	A_14_P113837
COG6	A_14_P105706
COG6	
COG6	A_14_P102773
HADHBP1	
PRKX-AS1	
SLC5A1	A_14_P119158
SLC5A1	
LINC00113	
PRKX	
GCSHP3	
TERF1P1	
PSMD4P1	
EEF1B2	
EEF1B2	A_14_P113407
HUNK-AS1	
HUNK	A_14_P105903
HUNK	A_14_P110711
HUNK	A_14_P135875
HUNK	
ASMTL-AS1	
DRAXINP1	
VCX2	
GAPDHP16	
EIF3FP1	
ANAPC15P1	
C21orf91	
LINC02559	
	A_14_P113295
LIF-AS2	A_14_P109131
ENTHD1	
NOLC1P1	
IL3RA	
SYN3-AS1	
LIF	
KRT18P23	
LINC00308	
LINC00308	A_14_P130897
SNX18P12	
DSCR4-IT1	
MORC3	
	A_14_P113407
SNORD51	A_14_P113407
SNORA41	A_14_P113407
MRPS31	
FBLN1	
FBLN1	A_14_P131342
CMKLR2	
P2RY8	
RPS5P8	
MTCYBP12	
RPS27AP20	A_14_P201035
RPL6P30	
SLC25A6	
LINC00383	
GPC5-AS1	
MEDAG	A_14_P129268
MEDAG	
