hgnc_symbol	affy_u133_x3p
PCDHA1	
PCDHA1	g5456901_3p_s_at
PCDHA1	Hs.167399.0.S2_3p_s_at
PCDHA1	g9587673_3p_s_at
MPC2	Hs.5794.0.A1_3p_at
MPC2	g7661601_3p_a_at
MPC2	
FAM47A	Hs.224124.0.A1_3p_s_at
FAM47A	Hs.143268.0.A1_3p_at
FAM47A	Hs.143268.0.A1_3p_x_at
APOOL	Hs.5181.1.A2_3p_at
APOOL	Hs.17947.0.A1_3p_at
APOOL	Hs.153992.0.A1_3p_at
APOOL	Hs.5181.1.A1_3p_at
NDUFB6	g4505364_3p_a_at
NDUFB6	Hs2.376564.1.S1_3p_s_at
DPP3P1	
FAM13A-AS1	Hs2.376454.1.S1_3p_at
RNF148	Hs.266847.0.A1_3p_at
	Hs.130871.0.A1_3p_at
	Hs2.311692.1.S1_3p_at
	Hs.150120.0.A1_3p_at
LINC01107	Hs2.436178.1.S1_3p_at
HSPE1P23	
NDUFS5P4	
RAE1	g2231591_3p_a_at
RAE1	g4506398_3p_at
RAE1	
UGGT1	
UGGT1	Hs.87070.0.A1_3p_at
UGGT1	Hs.124660.1.S1_3p_at
UGGT1	Hs.105794.0.S3_3p_at
UGGT1	Hs.105794.0.S2_3p_at
UGGT1	g9910279_3p_a_at
LINC02507	
PLS3	
PLS3	g7549808_3p_at
TLCD4-RWDD3	
TLCD4-RWDD3	g7661655_3p_at
DFFBP1	
TAF1L	Hs2.406146.1.S1_3p_at
LINC02465	
LINC02465	Hs2.434438.1.S1_3p_at
SNRPCP1	
DDX58	Hs.263536.0.A1_3p_x_at
DDX58	g7657515_3p_a_at
DDX58	242961_3p_x_at
DDX58	Hs.263536.0.A1_3p_at
DDX58	Hs.145612.0.S2_3p_at
DDX58	
ZNF628-DT	Hs2.375827.1.S1_3p_at
SLC25A24P2	
FMO11P	
LINC00624	Hs2.397913.1.S1_3p_at
LINC00624	
ZNF628	Hs.95191.0.A1_3p_at
ZNF628	
STX4	
STX4	g4759185_3p_a_at
STX4	Hs.83734.1.S1_3p_at
STX4	Hs.145038.0.A1_3p_at
NAT14	g9664093_3p_at
NAT14	
C1orf112	g8922604_3p_a_at
C1orf112	
RPL6P27	g4506656_3p_a_at
RPL6P27	200034_s_at
RNU6ATAC33P	
PCDHA2	g5457008_3p_a_at
PCDHA2	g5456901_3p_s_at
PCDHA2	Hs.167399.0.S2_3p_s_at
PCDHA2	g9587673_3p_s_at
PCDHA2	g13111910_3p_at
MIR4485	
RNF141	Hs.238797.0.A1_3p_at
RNF141	g7706776_3p_at
RNF141	Hs2.271029.1.S1_3p_at
RNF141	
LINC01630	
SSC5D	
SSC5D	Hs.124747.0.A1_3p_at
PCDHA3	g13111910_3p_at
PCDHA3	g5457010_3p_x_at
PCDHA3	g5457010_3p_a_at
PCDHA3	g5456901_3p_s_at
PCDHA3	Hs.167399.0.S2_3p_s_at
PCDHA3	g9587673_3p_s_at
PCDHA4	
PCDHA4	g5457014_3p_a_at
PCDHA4	g5457014_3p_x_at
PCDHA4	211838_3p_x_at
PCDHA4	g5457014_3p_at
PCDHA4	g5456901_3p_s_at
PCDHA4	Hs.167399.0.S2_3p_s_at
PCDHA4	g9587673_3p_s_at
SMIM28	
LYRM4	Hs.184860.0.S2_3p_x_at
LYRM4	g9966892_3p_a_at
LYRM4	
MAP3K13	Hs.57776.0.S1_3p_at
MAP3K13	Hs.104558.0.A1_3p_at
MAP3K13	g4758695_3p_at
MAP3K13	g405734_3p_s_at
MAP3K13	
MAP3K13	Hs.124652.0.A1_3p_at
MAP3K13	Hs.124758.0.A1_3p_at
MIR7154	
FNTB	
FNTB	g10835058_3p_s_at
FNTB	Hs.276.0.A1_3p_at
	Hs.178004.0.A1_3p_at
SNHG22	Hs.257858.0.A1_3p_at
SNHG22	
SNHG22	Hs.171066.0.A1_3p_at
PCDHA5	g5457014_3p_a_at
PCDHA5	g5457014_3p_x_at
PCDHA5	211838_3p_x_at
PCDHA5	g5457014_3p_at
PCDHA5	g5456901_3p_s_at
PCDHA5	Hs.167399.0.S2_3p_s_at
PCDHA5	g9587673_3p_s_at
GAPLINC	Hs.125373.0.A1_3p_at
	g8394518_3p_at
LINC02885	Hs.106975.0.A1_3p_at
LINC02885	
GPM6A-DT	Hs2.112065.1.S1_3p_s_at
PCDHA6	g5457016_3p_a_at
PCDHA6	g5456901_3p_s_at
PCDHA6	Hs.167399.0.S2_3p_s_at
PCDHA6	g9587673_3p_s_at
EP300-AS1	
TNRC6B-DT	Hs2.97171.1.S1_3p_at
LINC01902	
RRP7BP	g13359268_3p_s_at
RRP7BP	Hs.239934.0.S1_3p_s_at
RRP7BP	Hs.26507.0.A1_3p_x_at
RRP7BP	Hs.26507.0.A1_3p_at
TMEM184C-DT	
RPL7AP28	
MIR924HG	Hs.143936.0.A1_3p_at
MIR924HG	
STMP1	
STMP1	Hs.111911.0.A1_3p_at
STMP1	Hs.111911.0.A3_3p_x_at
STMP1	Hs.111911.0.A2_3p_at
STMP1	Hs.111911.0.A3_3p_at
STMP1	Hs2.279688.1.A1_3p_s_at
ZNF18	Hs.84529.0.A1_3p_at
ZNF18	
MIR571	
LNCDAT	
RN7SKP113	
RN7SKP36	
MIR4798	
RN7SKP292	
MIR548I2	
RN7SL221P	
RNA5SP152	
PKMP5	
RNA5SP154	
RNA5SP156	
RNU6-578P	
SBK2	
NRN1	g7706122_3p_at
RN7SKP170	
MIR572	
SNORA75B	
MIR573	
RN7SL16P	
CYCSP19	Hs.248014.0.S1_3p_at
RNU6-420P	
MIR218-1	
MIR7978	
RNA5SP157	
RN7SL101P	
MIR4275	
RNU7-126P	
SBK3	
MIR1255B1	
RNU6-573P	
LINC02690	
PRELID3BP10	
RN7SL558P	
RNU6-1112P	
MIR4802	
RNU7-74P	
RNA5SP159	
PARP12	g12232412_3p_a_at
PARP12	
MIR4801	
RNU7-11P	
RNU6-931P	
RNU6-412P	
ZNF579	Hs.112529.0.A1_3p_at
ZNF579	Hs.13956.0.A1_3p_at
ZNF579	
RNU6-32P	
RN7SL193P	
RN7SKP199	
CRY2	
CRY2	Hs.7278.0.S1_3p_at
RNU6-158P	
RNU5E-3P	
MIR7853	
MIR8053	
MIR5683	
RNU6-276P	
SNAPC5P1	Hs2.170081.1.S1_3p_s_at
RN7SKP30	
FIZ1	Hs.129888.0.A1_3p_x_at
FIZ1	228663_3p_x_at
FIZ1	Hs.32988.0.S1_3p_at
FIZ1	Hs.129888.0.A1_3p_at
RNU6-310P	
MIR548AG1	
F13A1	g9961355_3p_at
F13A1	
RNU6-1325P	
RNU6-652P	
RNU6-699P	
MIR1269A	
RNU6-191P	
RNU1-63P	
RNA5SP527	
RNU6-95P	
RNU6ATAC5P	
ATP8B1-AS1	Hs.100501.0.A1_3p_at
ATP8B1-AS1	Hs.145225.0.A1_3p_at
ATP8B1-AS1	
RNU4ATAC9P	
MAX	
MAX	g13097617_3p_a_at
MAX	g4505114_3p_x_at
MAX	g187390_3p_a_at
MAX	Hs.42712.1.S1_3p_a_at
MAX	Hs.42712.3.S1_3p_at
RNU5A-2P	
	Hs2.424030.1.S1_3p_s_at
RNU6-499P	
RNU6-774P	
RN7SKP48	
MIR575	
LRRC37A7P	Hs2.385547.1.S1_3p_at
LRRC37A7P	1569760_3p_at
LRRC37A7P	
RN7SL552P	
RNU6-469P	
ZNF524	Hs.187520.0.A1_3p_at
RNU6-615P	
	Hs.158707.0.A1_3p_at
RNU6-33P	
MIR3976HG	Hs.143863.0.S1_3p_at
MIR3976HG	
RNU6-1059P	
MIR4451	
RN7SKP28	
MAP2K4	
MAP2K4	Hs.75217.0.S2_3p_a_at
MAP2K4	g4506888_3p_a_at
RNU7-149P	
PCDHA7	
PCDHA7	g5456901_3p_s_at
PCDHA7	Hs.167399.0.S2_3p_s_at
PCDHA7	g9587673_3p_s_at
MIR3684	
RNU6-462P	
RNU6-551P	
ZNF784	Hs.53996.0.A1_3p_at
RNU6-34P	
RNU6-635P	
RNU6-431P	
SNORA24	Hs.296141.0.S1_3p_at
MIR577	
RN7SL55P	
PCDHA8	
PCDHA8	g5456901_3p_s_at
PCDHA8	Hs.167399.0.S2_3p_s_at
PCDHA8	g9587673_3p_s_at
MIR576	
MIR8066	
MIR1255A	
RNU6-1054P	
RN7SKP137	
RNU6-948P	
RNU6-1217P	
RNU6-119P	
RNU6-550P	
RN7SL205P	
PCDHA9	211867_3p_s_at
PCDHA9	g7662067_3p_at
PCDHA9	g5456901_3p_s_at
PCDHA9	Hs.167399.0.S2_3p_s_at
PCDHA9	g9587673_3p_s_at
RNU6-583P	
ZNF580	g7705880_3p_a_at
RNU1-89P	
RNU6-224P	
	Hs.55041.1.S1_3p_a_at
RN7SL808P	
	Hs.263536.0.A1_3p_x_at
	g7657515_3p_a_at
	242961_3p_x_at
	Hs.263536.0.A1_3p_at
	Hs.145612.0.S2_3p_at
PCDHA10	211867_3p_s_at
PCDHA10	g5456992_3p_a_at
PCDHA10	g5456992_3p_at
PCDHA10	g5456901_3p_s_at
PCDHA10	Hs.167399.0.S2_3p_s_at
PCDHA10	g9587673_3p_s_at
LINC02544	Hs2.384608.1.S1_3p_at
RNA5SP166	
RNU7-197P	
THBS2-AS1	
RNU6-1230P	
RNA5SP167	
TOPORS	g5032190_3p_a_at
MIR6844	
RNA5SP165	
RN7SKP253	
MIR4799	
RN7SL254P	
NDUFB9	
NDUFB9	g9802311_3p_s_at
RN7SKP35	
ZNF581	g7239106_3p_a_at
SNORD73B	Hs.77039.1.S1_3p_x_at
VTA1P1	
MIR548G	
RNU6-1282P	
RNA5SP169	
THAP7-AS1	Hs.166791.0.A1_3p_at
THAP7-AS1	Hs.112015.0.A1_3p_at
SNORD73A	
RNU6-1285P	
XIAP-AS1	
RNU6-582P	
RNU6-122P	
PARD6BP1	
STAG2-AS1	
MIR3140	
RPPH1-3P	
SMIM15P2	
RNU4-79P	
LINC01664	Hs2.209401.1.A1_3p_at
LINC01664	1569426_3p_at
LINC01664	Hs2.209401.1.A1_3p_s_at
LINC01664	
NOTCH1	g8923012_3p_at
NOTCH1	
RNU6-284P	
MTCH1P1	
RN7SL446P	
STAG2	
STAG2	Hs.8217.1.A2_3p_at
STAG2	g5730068_3p_a_at
NHSL1-AS1	
RN7SKP188	
RNA5SP170	
RNU6ATAC13P	
CCDC106	
CCDC106	g9558742_3p_a_at
CCDC106	207006_3p_s_at
MTND1P9	
RBM38-AS1	
RN7SKP105	
CCDC28A-AS1	Hs2.122884.1.A1_3p_at
CCDC28A-AS1	
RNU6-1336P	
RNU6-853P	
RBM38	Hs.236361.0.A1_3p_at
RBM38	
RNY4P17	
MIR6082	
ACKR4P1	g7706768_3p_at
MIR4453	
RN7SL776P	
RN7SL253P	
	g12751383_3p_at
RNA5SP172	
RNU1-45P	
RN7SKP136	
RNA5SP171	
RNA5SP173	
MIR4454	
MIR3667HG	Hs2.397890.1.S1_3p_at
MIR3667HG	
MIR3667HG	Hs.133159.0.A1_3p_x_at
MIR3667HG	Hs.133159.0.A1_3p_at
RN7SKP13	
RNU6-335P	
RNU6-1053P	
CCDC28A	g12653928_3p_at
RNU6-479P	
RN7SL28P	
MIR1305	
RNU2-34P	
RNU2-66P	
RN7SKP67	
RNU2-44P	
MIR4276	
RNU6-173P	
RNU7-192P	
	Hs.13926.0.A1_3p_at
VEPH1	Hs.126485.0.A1_3p_a_at
VEPH1	Hs.126485.2.S1_3p_a_at
VEPH1	
UPP2-IT1	
TEKT4P3	
UQCC1	g8922713_3p_a_at
UQCC1	Hs.26676.0.S1_3p_a_at
UQCC1	
UQCC1	Hs.176950.0.A1_3p_at
UQCC1	Hs.18128.0.A1_3p_at
GTF3C4	
GTF3C4	g6912399_3p_at
GTF3C4	Hs.32406.0.A1_3p_at
GTF3C4	Hs.21734.0.A1_3p_at
NFXL1	Hs.135604.0.A1_3p_at
NFXL1	
LINC00896	Hs2.192691.1.S1_3p_s_at
LINC01850	
PODXL	g4885556_3p_at
PODXL	
TCP10L3	g4759221_3p_at
TCP10L3	
BCRP2	
BCRP2	Hs.234799.2.S1_3p_a_at
BCRP2	Hs.296429.1.A1_3p_x_at
BCRP2	Hs.296429.1.A1_3p_a_at
PRADC1	g13477208_3p_at
PRADC1	
FAM78B	Hs.133029.0.A1_3p_at
FAM78B	Hs.22930.0.A1_3p_at
FAM78B	Hs2.297775.1.S1_3p_at
FAM78B	
COSMOC	Hs2.126790.1.S1_3p_s_at
COSMOC	
THOC1-DT	
LINC00667	Hs.124984.0.A1_3p_at
LINC00667	Hs.41528.0.A1_3p_at
LINC00667	226235_3p_at
LINC00667	Hs.3981.0.A1_3p_at
LINC00667	Hs.41528.0.A1_3p_s_at
LINC00667	Hs.120700.0.A1_3p_at
LINC00667	Hs.12484.1.A1_3p_at
RNU11-2P	
MIR744	
PCDHA14	
PCDHA11	
PCDHA11	g5456901_3p_s_at
PCDHA11	Hs.167399.0.S2_3p_s_at
PCDHA11	g9587673_3p_s_at
LINC02991	
MYOCD-AS1	Hs2.375069.1.S1_3p_at
AK8	Hs.127769.0.A1_3p_at
AK8	
TUBAP13	
LAMC1	g186916_3p_a_at
LAMC1	g9845497_3p_at
LAMC1	
ARHGAP44-AS1	
MLXIP	Hs.52081.1.A1_3p_at
MLXIP	
MLXIP	Hs2.52081.4.S1_3p_s_at
ACKR3	Hs.23016.0.S1_3p_at
MIR1269B	
MTSS1	g7662113_3p_a_at
MTSS1	g7959846_3p_a_at
MTSS1	Hs.77694.0.S1_3p_a_at
MTSS1	
ZNF668	g13375998_3p_a_at
ZNF668	
AMZ2P2	g13277529_3p_a_at
RPS3AP13	
MIR3918	
EZR-AS1	
RPSAP43	Hs.181357.2.A1_3p_x_at
RNA5SP213	
ELAC2	g11875212_3p_at
ELAC2	
MIRLET7BHG	Hs2.163297.1.A1_3p_s_at
MIRLET7BHG	Hs.126691.1.A1_3p_at
MIRLET7BHG	Hs.289045.0.S1_3p_at
EPN1	g7019368_3p_a_at
EPN1	g7019368_3p_x_at
EPN1	g7019368_3p_at
EPN1	221141_3p_x_at
EPN1	Hs.279953.1.S1_3p_at
EPN1	
ERCC3	g4557562_3p_at
ERCC3	
MAPK8IP1	Hs.234249.0.A1_3p_at
MAPK8IP1	Hs.234249.0.A3_3p_x_at
MAPK8IP1	Hs.234249.0.A3_3p_at
PARD6G-AS1	
PARD6G-AS1	Hs2.352602.1.S1_3p_at
PARD6G-AS1	Hs.80963.0.S1_3p_at
GSTA1	g4504170_3p_at
GSTA1	
	Hs.126589.0.A1_3p_at
SPACA9	g9506440_3p_at
SPACA9	Hs.222086.0.A1_3p_at
PCDHA12	
PCDHA12	g5456901_3p_s_at
PCDHA12	Hs.167399.0.S2_3p_s_at
PCDHA12	g9587673_3p_s_at
EPIC1	
EPIC1	Hs2.437144.1.S1_3p_at
EPIC1	Hs2.407567.1.S1_3p_at
LINC01544	
ZNF646	g7662043_3p_at
ZNF646	
MTCO3P41	
ZNF271P	Hs.30800.0.A1_3p_at
ZNF271P	g5453422_3p_a_at
ZNF271P	Hs.22321.0.A1_3p_at
ZNF271P	
LINC01915	
TSC1	g2331280_3p_at
TSC1	
TSC1	Hs.69429.0.S1_3p_at
DYNC2I1	g8922337_3p_a_at
DYNC2I1	
CD1D	g4502648_3p_at
CD1D	
VKORC1	g13124769_3p_a_at
VKORC1	
	Hs.132656.0.A1_3p_at
MIR122HG	Hs.322904.0.S1_3p_at
MIR122HG	Hs.164711.0.A1_3p_at
MIR122HG	Hs.16633.0.A1_3p_at
MIR122HG	
LIVAR	
MIR133A1HG	Hs2.368432.1.S1_3p_at
MIR133A1HG	Hs.50918.0.A1_3p_at
GSTA6P	
	Hs2.19872.1.S1_3p_s_at
GSTA5	
DLGAP1-AS2	g13477310_3p_at
DLGAP1-AS2	Hs2.42622.1.S1_3p_at
DLGAP1-AS2	
GSTA11P	
NCR2	g4758693_3p_a_at
NCR2	Hs.194721.1.S1_3p_x_at
NLRP9	Hs2Affx.1.18.S1_3p_at
KDSR-DT	Hs.234653.0.A1_3p_at
PCDHA13	g5456901_3p_s_at
PCDHA13	Hs.167399.0.S2_3p_s_at
PCDHA13	g9587673_3p_s_at
PCDHA13	
DSCAS	Hs2.348436.1.S1_3p_s_at
DSCAS	
TYMSOS	
TYMSOS	Hs.324453.0.A1_3p_at
BCKDK	g5031608_3p_at
BCKDK	
DLGAP1-AS4	
MIR4706	
C11orf94	
C11orf94	Hs.193741.0.A1_3p_at
MGST3	g4758713_3p_s_at
MGST3	
MGST3	Hs.306377.0.S1_3p_at
MGST3	233307_3p_x_at
PEX16	4841656_3p_s_at
PEX16	221604_3p_s_at
PEX16	g6681657_3p_s_at
PEX16	49878_3p_at
PEX16	g12653394_3p_at
PEX16	g6681657_3p_a_at
PEX16	
MRPL52	Hs.79572.2.A1_3p_a_at
MRPL52	
	Hs.116822.0.A1_3p_at
LINC01276	
MIR4641	
ST8SIA5-DT	
AMDHD1	Hs.84507.0.A1_3p_x_at
AMDHD1	Hs.84507.0.A1_3p_at
AMDHD1	
SLC17A4	g4885440_3p_at
GATA6-AS1	
PCDHAC2	g5456990_3p_a_at
PCDHAC2	g5456901_3p_s_at
PCDHAC2	Hs.167399.0.S2_3p_s_at
PCDHAC2	g9587673_3p_s_at
MKRN1	g7305272_3p_at
MKRN1	
MKRN1	g6563239_3p_at
RN7SKP109	
RFPL4AL1	
RFPL4AP1	
GTSCR1	
NETO1-DT	Hs.145111.0.A1_3p_at
SLC49A4	Hs.15326.0.A1_3p_at
SLC49A4	Hs.11360.0.A1_3p_at
GAMT	g7549759_3p_x_at
GAMT	g7549759_3p_at
GAMT	Hs2.81131.2.S1_3p_at
GAMT	
SLC17A1	g4827009_3p_at
SLC17A1	1560885_3p_x_at
SLC17A1	Hs2.252815.1.A1_3p_at
SLC17A1	Hs2.252815.1.A1_3p_x_at
PAH	Hs.297257.0.A1_3p_at
PAH	g4557818_3p_s_at
PAH	
DLGAP1-AS1	Hs.93714.0.A1_3p_at
DLGAP1-AS1	
CHST2	Hs.143813.0.A1_3p_at
CHST2	g4757983_3p_at
CASQ1	
PCDHB1	g7019480_3p_at
ZIC4-AS1	
TLX3	g10440563_3p_at
GTF2E1	
GTF2E1	g5031726_3p_at
LINC01589	
RN7SL339P	
RPSAP71	
LINC02939	
SNORA70J	
RPL10P8	
LINC01638	
LINC01638	Hs2.286666.1.S1_3p_s_at
MIR3912	
FGF18	g6665709_3p_s_at
FGF18	Hs.87191.0.A1_3p_at
LARGE2	Hs.86543.0.A1_3p_x_at
LARGE2	Hs.86543.0.A1_3p_at
LARGE2	
MIAT	
MIAT	Hs.12285.0.A1_3p_at
MIAT	Hs.63984.1.A1_3p_at
MIAT	Hs.131175.0.A1_3p_at
LINC01701	
SEMA5B	g12803864_3p_at
SEMA5B	
ILF2	200052_s_at
ILF2	g4758601_3p_a_at
ILF2	
PPIAP93	
ZFP36L1	Hs.85155.0.S1_3p_x_at
ZFP36L1	g10242378_3p_s_at
ZFP36L1	Hs.85155.0.S1_3p_at
ZFP36L1	Hs.85155.0.S2_3p_a_at
ZFP36L1	Hs.87912.0.A1_3p_at
ZFP36L1	Hs.85155.1.S1_3p_at
ZFP36L1	
DAZAP1	Hs.65588.2.A1_3p_a_at
DAZAP1	g9506536_3p_a_at
DAZAP1	g9506536_3p_x_at
DAZAP1	
FOXI1	g11990619_3p_at
KLRG2	
KRT18P41	
LINC01187	Hs.126238.0.A1_3p_at
LINC01187	Hs.131155.0.A1_3p_at
LINC01187	
SLC17A3	g5730046_3p_at
SLC17A3	
ACOT8	g4885564_3p_at
ACOT8	
ACOT8	Hs.6511.0.A1_3p_at
C5orf58	Hs.121344.0.A1_3p_a_at
C5orf58	Hs2.22068.1.A1_3p_at
GNAI1	
GNAI1	g4884070_3p_at
GNAI1	Hs.6975.1.A1_3p_at
CCDC196	Hs.127378.0.A1_3p_at
CCDC196	
NCKAP5-AS2	
KCNMB1	g2209016_3p_at
KCNMB1	Hs2.93841.3.A1_3p_at
	Hs2.407540.1.S1_3p_at
DTYMK	g6912339_3p_s_at
DTYMK	
FBLIM1P2	
LINC02710	
CREB3L1	Hs.13456.1.S1_3p_at
CREB3L1	Hs.13456.0.S1_3p_at
CREB3L1	
MIR4662B	
MIR4662A	
MRS2P1	
NIPAL1	
NIPAL1	Hs.193052.0.S1_3p_x_at
NIPAL1	Hs.193052.0.S1_3p_at
NIPAL1	232158_3p_x_at
LCP2	Hs.137314.0.A1_3p_at
LCP2	Hs.208662.0.A1_3p_at
LCP2	g7382491_3p_a_at
LCP2	
LCP2	Hs.304475.0.A1_3p_at
	Hs2.385623.1.S1_3p_at
NOPCHAP1	Hs.191828.0.A1_3p_at
NOPCHAP1	Hs.295563.0.A1_3p_at
NOPCHAP1	Hs.228096.0.S1_3p_x_at
NOPCHAP1	215128_3p_at
NOPCHAP1	Hs.228096.0.S1_3p_at
NOPCHAP1	
GSR	g10835188_3p_at
GSR	Hs.193974.0.S1_3p_at
GSR	
TIPRL	1554351_3p_a_at
TIPRL	Hs2.137576.1.S1_3p_s_at
TIPRL	Hs2.137576.2.S1_3p_s_at
TIPRL	Hs.137576.0.A1_3p_x_at
TIPRL	Hs.137576.0.A1_3p_at
ZDHHC22	Hs.47289.0.S1_3p_at
ZDHHC22	
FAM204DP	
MIR1260A	
GSTZ1	g12655190_3p_at
GSTZ1	
	Hs.274585.0.S1_3p_at
	Hs.274585.0.S1_3p_x_at
OR8S21P	
NACAP8	Hs.158164.1.S1_3p_s_at
MIR4688	
RNU6-838P	
SUDS3	Hs.20104.1.S1_3p_a_at
SUDS3	Hs.20104.0.S1_3p_x_at
SUDS3	
NME7	Hs.78629.2.A1_3p_at
NME7	g7242158_3p_at
NME7	
USP46-DT	Hs.97989.0.A1_3p_at
FAM76B	Hs.288304.0.S1_3p_at
FAM76B	232048_3p_at
FAM76B	Hs.28310.0.A1_3p_at
FAM76B	Hs.288304.0.S1_3p_s_at
FAM76B	
DEFB121	Hs.272294.0.S1_3p_at
LINC01618	g13027611_3p_at
LINC01618	
LINC01618	Hs2.383806.1.S1_3p_at
H2AC3P	
MIR4449	Hs.17719.0.A1_3p_at
DEFB122	Hs2.232621.1.A1_3p_s_at
DEFB122	
SNORA26	Hs.17719.0.A1_3p_at
H2BP5	
TRIM38	Hs.59545.0.A2_3p_a_at
TRIM38	Hs.156616.0.A1_3p_at
TRIM38	g5454013_3p_a_at
TRIM38	Hs.162110.0.A1_3p_at
TRIM38	Hs.59545.0.A1_3p_a_at
ERVMER34-1	
ERVMER34-1	g13375687_3p_at
DEFB123	Hs.122509.0.A1_3p_at
MYL6BP1	
KAT8	
KAT8	Hs.42343.1.S1_3p_x_at
KAT8	Hs.42343.0.S1_3p_a_at
CD302	g7661867_3p_at
DEFB124	Hs2.381373.1.S1_3p_at
DEFB124	
RASL11B	g13027611_3p_at
RASL11B	Hs.297953.0.S1_3p_at
REM1	g8272461_3p_at
	Hs2.215530.1.S1_3p_s_at
	Hs.201679.0.A1_3p_at
	Hs2.234556.1.S1_3p_s_at
H3P26	
H1-1	g4885372_3p_at
H3C1	g4504280_3p_at
H3C1	g4504280_3p_x_at
H4C1	g5579462_3p_at
	Hs.246973.0.A1_3p_at
H3C2	g4504296_3p_s_at
H2AC4	g4504246_3p_at
LINC00028	Hs.283478.0.S1_3p_at
H2BC3	g10800139_3p_at
H2BC3	g10800139_3p_x_at
H2AC5P	Hs.248209.0.S1_3p_at
H3C3	g4504284_3p_at
RN7SKP275	
LINC01587	g5031564_3p_at
MYF5	g5031928_3p_at
H1-2	g12803628_3p_at
H1-6	Hs2.123064.1.S1_3p_s_at
H1-4	g4885378_3p_at
HM13	Hs.306163.1.A1_3p_a_at
HM13	Hs.306163.2.A1_3p_x_at
HM13	Hs.87680.0.A1_3p_at
HM13	Hs2.399742.1.S1_3p_x_at
HM13	Hs2.399742.1.S1_3p_at
HM13	1558561_3p_at
HM13	
HM13	Hs2.400006.1.S1_3p_at
LINC01802	
LARP1P1	
	Hs2.333160.1.S1_3p_at
H2BC6	208527_3p_x_at
H2BC6	g12803984_3p_at
H2BC6	g12803984_3p_x_at
H2BC6	g4504266_3p_x_at
	Hs.293703.0.A1_3p_at
H4C4	
KANSL1L	Hs.125845.1.A1_3p_at
KANSL1L	Hs2.380669.2.S1_3p_s_at
KANSL1L	Hs.331564.0.S1_3p_at
KANSL1L	
KANSL1L	Hs2.380669.2.S1_3p_a_at
C19orf25	
C19orf25	Hs.7604.0.A2_3p_a_at
C19orf25	Hs.7604.0.A1_3p_a_at
BBS10	g13375955_3p_at
RN7SL335P	
ADAD1	
ADAD1	Hs.121019.0.A1_3p_at
HSPA12A	Hs.12385.1.S1_3p_at
HSPA12A	
HSPA12A	Hs.25545.0.A1_3p_at
LINC01637	
	Hs2.199700.1.A1_3p_at
	Hs2.199700.1.A2_3p_at
RPL23AP67	
LINC01311	
CRADD	
CRADD	g1785556_3p_at
ADAL	Hs.268061.0.A1_3p_at
ADAL	Hs.179299.0.A1_3p_at
ADAL	Hs.220999.0.A1_3p_at
ADAL	Hs.161274.0.A1_3p_at
ADAL	
SERHL	Hs.239934.1.S1_3p_s_at
SERHL	Hs.239934.3.S1_3p_s_at
SERHL	
RN7SL477P	
LAMP3	g7657660_3p_at
LAMP3	
MBD3	g7710147_3p_s_at
MBD3	Hs.208339.0.S1_3p_x_at
MBD3	222183_3p_x_at
MBD3	Hs.208339.0.S1_3p_s_at
MBD3	Hs.208339.0.S1_3p_at
MBD3	
	Hs.187908.0.A1_3p_x_at
	Hs.187908.0.A1_3p_at
	Hs.42343.1.S1_3p_x_at
	Hs.42343.0.S1_3p_a_at
PRSS8	g4506152_3p_at
PRSS8	
HARS1	g6996013_3p_at
HARS1	Hs.326464.0.A1_3p_s_at
HARS1	
RCSD1	Hs.180284.0.A1_3p_at
RCSD1	Hs.14040.0.S1_3p_at
RCSD1	
RCSD1	Hs.196142.0.A1_3p_at
CEP57	Hs.151791.0.S1_3p_s_at
CEP57	g7661899_3p_a_at
CEP57	g12654780_3p_s_at
CEP57	Hs.151791.0.S3_3p_a_at
CEP57	Hs.151791.0.S2_3p_a_at
CEP57	
CBX1P5	
GIMAP4	g8922872_3p_at
GIMAP4	
FBXL22	
FBXL22	Hs.86999.0.A1_3p_at
LINC02093	
HS3ST3A1	g5174464_3p_at
HS3ST3A1	
ATR	g1235901_3p_a_at
ATR	Hs.301081.0.S1_3p_at
ATR	
MIR548H3	
PIAS1	g7706636_3p_a_at
PIAS1	Hs.75251.0.S3_3p_at
PIAS1	Hs.306457.0.A1_3p_at
PIAS1	Hs.75251.0.S2_3p_at
PIAS1	Hs.250861.0.A1_3p_at
PIAS1	
DDX39B	Hs.55296.2.S1_3p_at
DDX39B	Hs.55296.2.S1_3p_x_at
CDRT15P1	Hs.178269.0.A1_3p_at
CCDC60	
CCDC60	Hs2.209321.1.A1_3p_at
	Hs.105623.0.A1_3p_at
RNF133	Hs.126730.0.A1_3p_at
COX10	Hs2.382182.1.S1_3p_at
COX10	Hs2.166363.1.A1_3p_at
COX10	
COX10	203858_3p_s_at
COX10	g4502978_3p_s_at
LINC02476	
PRSS36	Hs2.256632.1.S1_3p_s_at
PRSS36	
KLHDC10	Hs.220781.0.A1_3p_at
KLHDC10	g12751084_3p_a_at
KLHDC10	g12751080_3p_s_at
KLHDC10	Hs.192966.0.S2_3p_a_at
KLHDC10	Hs.192966.0.S1_3p_at
KLHDC10	Hs.220781.0.A1_3p_s_at
KLHDC10	
CACNG2-DT	
LINC01315	Hs.129043.0.S1_3p_at
UBXN8	
UBXN8	Hs.153678.1.S1_3p_a_at
RNU6-883P	
RPS26P41	
	Hs.112050.0.A1_3p_at
