hgnc_symbol	affy_hta_2_0
DNM1P46	TC15000136.hg
DNM1P46	TC15001844.hg
DNM1P46	TC15000205.hg
DNM1P46	TC15000773.hg
DNM1P46	TC15001062.hg
DNM1P46	TC15000167.hg
DNM1P46	TC15000672.hg
DNM1P46	TC15001680.hg
DNM1P46	TC15000176.hg
DNM1P46	TC15001153.hg
DNM1P46	TC15000786.hg
DNM1P46	TC15001132.hg
DNM1P46	TC15001126.hg
DNM1P46	TC15001066.hg
DNM1P46	TC15001096.hg
DNM1P46	TC15001710.hg
DNM1P46	TC0Y000218.hg
DNM1P46	TC15000239.hg
DNM1P46	TC15001057.hg
DNM1P46	TC15001118.hg
DNM1P46	TC15001625.hg
DNM1P46	TC12000771.hg
DNM1P46	TC15001679.hg
DNM1P46	TC15001144.hg
DNM1P46	TC15000783.hg
DNM1P46	TC15001748.hg
DNM1P46	TC15000175.hg
DNM1P46	TC15000719.hg
DNM1P46	TC15000984.hg
DNM1P46	TC15001990.hg
DNM1P46	TC15000770.hg
DNM1P46	TC15001846.hg
DNM1P46	TC15001709.hg
DNM1P46	TC15000173.hg
DNM1P46	TC15000241.hg
DNM1P46	TC15001991.hg
DNM1P46	TC15001122.hg
DNM1P46	TC15000216.hg
DNM1P46	TC15001149.hg
DNM1P46	TC15000980.hg
DNM1P46	TC15000214.hg
DNM1P46	TC15001147.hg
DNM1P46	TC15000171.hg
DNM1P46	TC15000982.hg
DNM1P46	TC15001120.hg
DNM1P46	TC15001133.hg
DNM1P46	TC15000204.hg
TSNAX-DISC1	
TSNAX-DISC1	TC01005104.hg
	TC09000907.hg
	TC09000055.hg
RNU7-185P	TC09000056.hg
	TC15000957.hg
	TC09000059.hg
RPS26P3	TC12002387.hg
NEK2P4	
RN7SL484P	TC15000957.hg
RN7SL5P	TC14000273.hg
RN7SL5P	TC09000061.hg
RN7SL5P	TC14001108.hg
	TC09000062.hg
	TC15002407.hg
	TC15002406.hg
	TC15000961.hg
	TC15002405.hg
NF1P8	
PTPRD-DT	TC09001824.hg
PTPRD-DT	TC09000063.hg
	TC09000908.hg
PIGS	TC17001300.hg
PIGS	
IARS1	TC09001331.hg
IARS1	
	TC15000962.hg
	TC15002408.hg
	TC15000963.hg
MED15P8	
RNA5SP402	TC15001994.hg
	TC15000964.hg
SPATA41	TC15002742.hg
SPATA41	TC15001995.hg
SPATA41	
RNU6-127P	TC02002340.hg
RNU6-127P	TC02000817.hg
RNU6-127P	TC02000831.hg
RNU6-127P	TC02000857.hg
CERS3-AS1	
CERS3-AS1	TC15000965.hg
FAR2P4	TC02000843.hg
FAR2P4	TC02003580.hg
FAR2P4	TC02000844.hg
FAR2P4	TC02002332.hg
FAR2P4	
MAPK13	
MAPK13	TC06000524.hg
RNU6-322P	TC15001997.hg
PRKXP1	
	TC15002410.hg
	TC15000966.hg
RNU6-181P	TC15001999.hg
	TC15000619.hg
LINC02206	TC15002588.hg
LINC02206	TC15001584.hg
HMGN2P47	
	TC01001462.hg
KLF2P4	
	TC01001921.hg
SMAD3	TC15002251.hg
SMAD3	TC15000622.hg
SMAD3	
	TC01004053.hg
HEATR5B	
HEATR5B	TC02001738.hg
LINC02773	TC01006101.hg
LINC02773	TC01003808.hg
CLPTM1LP1	
RPL21P1	
GOT2P2	
CLIP1-AS1	TC12002625.hg
CLIP1-AS1	TC12000973.hg
LRRN2	
LRRN2	TC01003736.hg
SLC9A7P1	TC12001857.hg
SLC9A7P1	TC12003029.hg
PPIAP8	TC12001860.hg
SNORA53	18670860
SNORA53	TC12002533.hg
SNORA53	TC12000763.hg
IKBIP	TC12001861.hg
	TC01003799.hg
	TC01004894.hg
	TC01003654.hg
	TC01006017.hg
G3BP1	
G3BP1	TC05000844.hg
G3BP1	TC05002698.hg
G3BP1	TC05000845.hg
G3BP1	TC05002696.hg
G3BP1	TC05000846.hg
G3BP1	TC05002697.hg
PPP2R5A	TC01001771.hg
PPP2R5A	
TMPO	
TMPO	TC12000761.hg
SLC7A3	TC0X001117.hg
BRPF3-AS1	TC06001671.hg
BRPF3-AS1	TC06003620.hg
BRPF3-AS1	
ALDOC	TC17001301.hg
ALDOC	
BRPF3	TC06000525.hg
BRPF3	
ARL14EPP1	
RPL31P16	
CEBPZOS	TC02003162.hg
CEBPZOS	TC02004958.hg
CEBPZOS	TC02004957.hg
MIR6755	
RPS23P8	
SETP17	
IL2RG	TC0X001121.hg
IL2RG	
RN7SL225P	
CCDC81	TC11000872.hg
CCDC81	
	TC01003954.hg
	TC01003973.hg
	TC01006198.hg
	TC01001978.hg
CEBPZ	TC02001741.hg
CEBPZ	
OPTC	TC01001687.hg
OPTC	
UPF3B	TC0X001315.hg
C1orf100	TC01001987.hg
C1orf100	
SLC30A8	TC08000685.hg
SLC30A8	
	TC15001586.hg
AAGAB	TC15001587.hg
AAGAB	
	TC16001205.hg
	TC16000552.hg
RPS12P27	
	TC16001610.hg
NDUFAF7	
NDUFAF7	TC02000235.hg
SUCO	TC01001505.hg
SUCO	
ESRP2	TC16001206.hg
ESRP2	
	TC11000873.hg
PTP4A1P6	
	TC11003280.hg
MSN	
MSN	TC0X001741.hg
MSN	TC0X000352.hg
MSN	TC0X000353.hg
	TC11000874.hg
	TC11000875.hg
	TC19002545.hg
ALG9	
ALG9	TC11003493.hg
TSKS	
TSKS	TC19001723.hg
RPS24P16	
TJP1	TC15002459.hg
DEFA1B	TC08002630.hg
DEFA1B	TC08000910.hg
DEFA1B	TC08002631.hg
ZNF596	TC08000002.hg
ZNF596	
MIR6773	
PLA2G15	TC16000553.hg
PLA2G15	
AMMECR1	TC0X001273.hg
AMMECR1	
BNIP5	TC06001672.hg
CYP51A1-AS1	TC07002458.hg
CYP51A1-AS1	TC07000546.hg
RNU6-841P	TC19001724.hg
	TC05002821.hg
	TC05001119.hg
IRX2	TC05001120.hg
	TC07001598.hg
MIR1285-1	TC07001599.hg
TUBB3P2	
ETV7	TC06001673.hg
ETV7	
ZNF526	TC19000593.hg
CALD1	
CALD1	TC07002602.hg
GNG5P2	TC0X001276.hg
PRKD3	TC02001742.hg
PRKD3	
LSINCT5	
SFR1	TC10000780.hg
SFR1	
ADRB2	TC05000814.hg
DKC1	TC0X000779.hg
DKC1	
CDC20B	TC05001354.hg
CDC20B	
	TC19000594.hg
	TC10001610.hg
ERF	TC19001570.hg
ERF	
OGA	TC10001613.hg
OGA	
SLC7A6	TC16000554.hg
SLC7A6	
TMEM145	TC19000598.hg
TMEM145	
HNRNPA1P50	
	TC12002953.hg
	TC12001713.hg
	TC12002954.hg
SPAG5	
SHROOM1	TC05001773.hg
SHROOM1	
	TC12002441.hg
MAGEA1	TC0X001511.hg
MAGEA1	TC0X002282.hg
MYRFL	TC12003252.hg
MYRFL	TC12002442.hg
MYRFL	TC12002441.hg
MYRFL	
MPND	TC19000087.hg
MPND	
	TC0X001510.hg
	TC0X002281.hg
PWWP4	TC0X001922.hg
	TC11003342.hg
	TC11003494.hg
	TC11003493.hg
PRKD3-DT	TC02000236.hg
PRKD3-DT	TC02003163.hg
CDK16	
CDK16	TC0X000230.hg
RNU6-939P	TC02001743.hg
QPCT	
QPCT	TC02000237.hg
ALG9-IT1	TC11002287.hg
GNG5P3	
FDXACB1	TC11003342.hg
FDXACB1	TC11003494.hg
KIF3A	TC05001771.hg
KIF3A	
ETV7-AS1	TC06000527.hg
ETV7-AS1	
ADGB-DT	TC06002198.hg
ADGB-DT	TC06003909.hg
	TC01002074.hg
RNU6-906P	TC06001068.hg
KATNBL1P6	TC06002199.hg
KATNBL1P6	TC06003910.hg
	TC06003113.hg
	TC06001069.hg
FAM87A	ADDON001601.hg
FAM87A	TC08000879.hg
FAM87A	TC08002167.hg
FAM87A	ADDON000988.hg
FAM87A	
	TC12001714.hg
LINC02821	TC12000619.hg
ADGB	
ADGB	TC06001067.hg
C11orf1	
C11orf1	TC11001000.hg
KCNMB4	TC12000621.hg
KCNMB4	TC12002444.hg
KCNMB4	
RNU6-1116P	TC02001744.hg
DPYS	
DPYS	TC08001509.hg
CDC42EP3	
CDC42EP3	TC02001746.hg
RNU4-65P	TC12001717.hg
A2M	
A2M	TC12001187.hg
	TC02000239.hg
	TC02003168.hg
RN7SL670P	
MRPL50P2	
RPL37AP8	
	TC02002686.hg
	TC01001614.hg
	TC11002709.hg
LGALS12	TC11000571.hg
ATF3	
ATF3	TC01001777.hg
RNU6-1262P	TC16001207.hg
RAPH1	TC02002688.hg
RAPH1	
SLC7A6OS	TC16001207.hg
SLC7A6OS	TC16001208.hg
SLC7A6OS	
DCSTAMP	
DCSTAMP	TC08000653.hg
	TC16001937.hg
RNU4-30P	TC16001210.hg
KCNIP2	
KCNIP2	TC10001614.hg
	TC08002464.hg
MIR548A3	TC08001510.hg
KLHL38	TC08001592.hg
SMPD3	TC16001211.hg
SMPD3	
ANGPT2	TC08000902.hg
SPAG5-AS1	TC17000324.hg
SPAG5-AS1	TC17002144.hg
SPAG5-AS1	
	TC01004800.hg
	TC01001416.hg
RNASEL	TC01003607.hg
KIAA0100	TC17001302.hg
KIAA0100	
CMTR1	
CMTR1	TC06000545.hg
EIF1P6	
PLAAT4	TC11000572.hg
PLAAT4	
OR2L1P	TC01005171.hg
OR2L1P	TC01002022.hg
PLXNA2	TC01003778.hg
PLXNA2	TC01006075.hg
PLXNA2	
SH3GL1	TC19001062.hg
SH3GL1	
PLAAT2	TC11001892.hg
	TC11000573.hg
ATL3	TC11003188.hg
ATL3	TC11001894.hg
ATL3	
	TC16001212.hg
RPL35AP33	
CCDC167	TC06001684.hg
RNU4-36P	TC16000557.hg
SLC31A1	TC09000572.hg
SLC31A1	
	TC06001685.hg
MLYCD	TC16001667.hg
MLYCD	TC16000651.hg
MLYCD	
	TC06002766.hg
	TC06000548.hg
CDC26	TC09002917.hg
MIR4462	TC06001686.hg
	TC06002768.hg
IMMP1LP1	
MDGA1	TC06001687.hg
MDGA1	
	TC11000574.hg
CNOT8	
CNOT8	TC05000856.hg
PRPF4	TC09000573.hg
PRPF4	
RTN3	TC11000575.hg
RTN3	
ADAMTS17	TC15001992.hg
ADAMTS17	
OSGIN1	TC16001667.hg
OSGIN1	TC16000652.hg
OSGIN1	
IGF1	TC12001890.hg
IGF1	
RNA5SP432	TC16001306.hg
SIRT5	TC06000093.hg
SIRT5	TC06000094.hg
SIRT5	
HSDL1	TC16001308.hg
HSDL1	
LINS1	
LINS1	TC15002000.hg
USP11	TC0X000231.hg
USP11	
KRT18P12	
SPATA45	TC01003811.hg
PLA2G4A	TC01001607.hg
PLA2G4A	
PNPLA1	TC06000526.hg
RNF183	
RNF183	TC09001499.hg
CHAF1A	TC19000088.hg
CHAF1A	
	TC07003181.hg
	TC07001785.hg
CDK6	TC07003061.hg
CDK6	TC07001603.hg
CDK6	
WDR31	TC09001500.hg
WDR31	TC09002752.hg
WDR31	
DNAAF1	TC16000654.hg
DNAAF1	
ZFTA	TC11003189.hg
ZFTA	TC11003190.hg
ZFTA	TC11001895.hg
ZFTA	
AVPR1A	TC12001661.hg
AVPR1A	
RN7SL596P	
ASB7	TC15000967.hg
ASB7	
SPINDOC	TC11000576.hg
SPINDOC	
SPATA48	TC07000312.hg
EIF1P3	TC01001576.hg
TOP1P1	TC01004831.hg
TOP1P1	TC01001491.hg
KIAA1549	TC07001907.hg
RPS3AP9	
LINC02869	TC01001806.hg
LINC02869	
UBXN6	TC19001063.hg
UBXN6	
FAM3A	TC0X002292.hg
FAM3A	TC0X001537.hg
FAM3A	
SDF2	
SDF2	TC17001303.hg
ATP5MGP1	
	TC01003804.hg
MSRB3	TC12000582.hg
MSRB3	
	TC11000906.hg
	TC11002829.hg
ADAD2	TC16000655.hg
ADAD2	
SRP14P2	TC11002831.hg
ETNK2	TC01003725.hg
ETNK2	
	TC15000968.hg
SAAL1	
SAAL1	TC11001461.hg
BSPRY	TC09000574.hg
CERS3	TC15001996.hg
CERS3	
MIR3135B	
DAZL	TC03001217.hg
DAZL	
HDHD3	TC09001501.hg
RPS12P28	
SUPT6H	TC17000325.hg
SUPT6H	TC17002145.hg
SUPT6H	
ALAD	TC09001502.hg
ALAD	
	TC16001310.hg
SLC38A8	
SLC38A8	TC16001305.hg
NECAP1P2	
TAF13P2	
DCTN1-AS1	TC02000456.hg
DCTN1-AS1	TC02003336.hg
DCTN1-AS1	
	TC01003807.hg
HES2	
HES2	TC01002150.hg
	TC02004344.hg
	TC02001995.hg
	TC02004343.hg
	TC6_apd_hap1000129.hg
	TC6_mcf_hap5000225.hg
	TC6_mann_hap4000165.hg
	TC06004125.hg
	TC6_ssto_hap7000213.hg
	TC6_cox_hap2000257.hg
	TC06004126.hg
	TC6_mcf_hap5000224.hg
	TC6_apd_hap1000130.hg
	TC6_qbl_hap6000185.hg
	TC6_dbb_hap3000241.hg
	TC6_dbb_hap3000242.hg
	TC6_ssto_hap7000212.hg
	TC6_cox_hap2000256.hg
	TC02000457.hg
HMGA1P8	ADDON000674.hg
HMGA1P8	ADDON001292.hg
TMEM196	TC07001179.hg
TMEM196	
ITGAM	TC16000374.hg
ITGAM	
PSMB8-AS1	TC6_mann_hap4000189.hg
PSMB8-AS1	TC6_dbb_hap3000225.hg
PSMB8-AS1	TC6_cox_hap2000258.hg
PSMB8-AS1	TC6_mcf_hap5000201.hg
PSMB8-AS1	TC6_qbl_hap6000214.hg
PSMB8-AS1	TC06004083.hg
PSMB8-AS1	TC06002729.hg
PSMB8-AS1	TC6_ssto_hap7000192.hg
PSMB8-AS1	TC6_apd_hap1000121.hg
PSMB8-AS1	
SHCBP1L	TC01003611.hg
SHCBP1L	
WDR54	TC02000458.hg
WDR54	
KNDC1	
KNDC1	TC10000949.hg
POLE3	TC09002753.hg
POLE3	TC09001503.hg
THRB	TC03001241.hg
THRB	
GPNMB	
GPNMB	TC07000144.hg
C9orf43	
C9orf43	TC09000575.hg
MIR4746	TC19000089.hg
CDC42SE2	TC05000623.hg
CDC42SE2	
CDC42SE2	TC05002618.hg
HDGFL2	TC19000090.hg
HDGFL2	TC19001945.hg
HDGFL2	
LINC01602	TC08000400.hg
RPL23AP22	
LINC01585	TC15002365.hg
LINC01585	TC15000867.hg
CGAS	TC06001873.hg
CGAS	
	TC08001241.hg
	TC01006080.hg
	TC01003783.hg
	TC15001852.hg
RN7SL363P	
	TC08001242.hg
	TC08001243.hg
FES	
FES	TC15000871.hg
RPL26P26	
	TC08001244.hg
	TC08002339.hg
ASIC1	TC12000386.hg
ASIC1	
HIGD1AP5	
SAA3P	TC11003075.hg
SAA3P	TC11001462.hg
SAA3P	ADDON000015.hg
INO80B	TC02004971.hg
INO80B	TC02003337.hg
SPINK1	TC05001911.hg
SPINK1	
	TC01001772.hg
RPL10AP5	
	TC11001463.hg
LPGAT1	TC01003800.hg
LPGAT1	
MRGPRX12P	
HFE	
HFE	TC06000165.hg
HFE	TC06002643.hg
IMP3P1	
RN7SL722P	
FAM110B	TC08000401.hg
FAM110B	
MRGPRX4	TC11000235.hg
FAM27C	TC09001942.hg
FAM27C	TC09000259.hg
FAM27C	TC09001917.hg
FAM27C	TC09000263.hg
FAM27C	TC09001159.hg
FAM27C	TC09001144.hg
FAM27C	TC09002545.hg
FAM27C	TC09000227.hg
FAM27C	TC09002553.hg
FAM27C	TC09002555.hg
FAM27C	TC09001161.hg
FAM27C	TC09000266.hg
FAM27C	TC09001943.hg
FAM27C	TC09000262.hg
FAM27C	TC09001134.hg
FAM27C	TC09002536.hg
FAM27C	
GLTPP1	
MRGPRX13P	
MAPK9	TC05002145.hg
MAPK9	
SLC25A51P4	TC11002586.hg
SLC25A51P4	TC11000237.hg
SLC25A51P4	
SAA4	TC11003477.hg
FGF8	TC10001611.hg
FGF8	
RNA5SP254	TC04001027.hg
ZNF705CP	
PROX1	
PROX1	TC01001788.hg
	TC09001135.hg
	TC09001945.hg
	TC09000261.hg
	TC09002537.hg
FAM242E	TC09001129.hg
FAM242E	TC09000256.hg
FAM242E	TC20001528.hg
FAM242E	
SAA2-SAA4	TC11003477.hg
FAM66A	
FAM27E3	TC09002554.hg
FAM27E3	ADDON001665.hg
FAM27E3	TC09000260.hg
FAM27E3	TC09001160.hg
FAM27E3	TC09001944.hg
INO80B-WBP1	TC02004971.hg
INO80B-WBP1	TC02003337.hg
GDI1	
GDI1	TC0X000772.hg
FAM27B	TC09002555.hg
FAM27B	TC09001942.hg
FAM90A25P	TC08000992.hg
FAM90A25P	TC08002229.hg
RN7SL787P	
RNU6-368P	TC09000286.hg
RNU6-368P	TC02002090.hg
RNU6-368P	TC09001124.hg
RNU6-368P	TC09001114.hg
RNU6-368P	TC09000245.hg
RNU6-368P	TC09000296.hg
	TC09001917.hg
	TC09000263.hg
	TC09001159.hg
	TC09001144.hg
	TC09002545.hg
	TC09000227.hg
	TC09002553.hg
ALG1L12P	
	ADDON002257.hg
	TC09000283.hg
	ADDON001664.hg
	TC09001973.hg
	TC09000443.hg
	TC09002100.hg
WBP1	TC02004972.hg
WBP1	
FOCAD	TC09000099.hg
FOCAD	
SAA2	
ENPP7P6	
IDO1	
IDO1	TC08000305.hg
RPL23AP18	
	TC01003955.hg
BRINP3-DT	TC01001615.hg
BRINP3-DT	TC01004911.hg
DUTP6	
SLC25A13	TC07001619.hg
SLC25A13	TC07003070.hg
SLC25A13	
PFKFB2	
PFKFB2	TC01001731.hg
	TC10002310.hg
PTCD1	TC07003365.hg
PTCD1	TC07001642.hg
PTCD1	
GFRA1	TC10001678.hg
GFRA1	TC10002843.hg
GFRA1	
RAB34	TC17002570.hg
RAB34	TC17001305.hg
RAB34	
ITGAX	
ITGAX	TC16000375.hg
TAS2R4	TC07000894.hg
TAS2R4	ADDON002529.hg
MRPL53	TC02005034.hg
MRPL53	
RNA5SP333	
CCM2	TC07002288.hg
CCM2	
RNA5SP334	TC11000238.hg
OR7E5P	
OR5F1	TC11001771.hg
OR5F2P	
OR5AQ1P	
CCDC142	TC02005034.hg
CCDC142	TC02005033.hg
CCDC142	
OR5J1P	
	TC08001161.hg
OR5BE1P	
	TC08000306.hg
	TC08001162.hg
C12orf75	TC12000818.hg
C12orf75	
OR8I4P	
OR5BN2P	
	TC08000308.hg
OR8H3	TC11000446.hg
EFR3A	TC08000767.hg
EFR3A	
OR5BN1P	
OR8K4P	
PORCN	TC0X000252.hg
PORCN	
OR8K5	TC11001773.hg
OR5J7P	
OR5J2	TC11002673.hg
OR5J2	TC11000447.hg
OR8V1P	
OR4V1P	
OR4P1P	
	TC11001766.hg
OR5D2P	
VN2R9P	
	TC11001800.hg
PLIN5	TC19002673.hg
PLIN5	TC19002298.hg
PLIN5	
OR9L1P	
OR9I3P	TC11001801.hg
OR9I2P	
OR5BL1P	
TTC31	TC02003338.hg
TTC31	TC02000460.hg
TTC31	
OR10Q1	TC11001804.hg
MIR6128	
RNU1-19P	TC10000610.hg
SMIM41	TC12000416.hg
SMIM41	TC12002364.hg
MMRN2	TC10001482.hg
MMRN2	
KLRC3	TC12003271.hg
SH2D1A	
SH2D1A	TC0X000609.hg
OR5BB1P	
TNPO3P1	
OR4D8P	
SSU72P1	
OR4D11	TC11000490.hg
OR4D7P	
HTR2C	TC0X000555.hg
SNCG	TC10000611.hg
SNCG	
OR5B1P	
OR5B15P	
ZNF268	TC12002695.hg
ZNF268	TC12003268.hg
ZNF268	
OR2AH1P	
TMEM230P2	
OR8U1	ADDON002532.hg
OR8U1	ADDON002448.hg
OR5AL2P	
SNRPD2P2	TC01003969.hg
SNRPD2P2	TC01006193.hg
	TC01001774.hg
OR5AL1	
OR8U3	TC11001776.hg
NENF	TC01005017.hg
NENF	TC01001775.hg
NENF	
OR5M4P	
	TC11001777.hg
	TC19002298.hg
OR5M9	TC11001777.hg
ADIRF-AS1	
ADIRF-AS1	TC10001483.hg
OR5M2P	
HACD4	TC09000945.hg
HACD4	
ITGAD	
ITGAD	TC16000376.hg
ITGAD	TC16001497.hg
RPL36AP53	
ADIRF	TC10002938.hg
OR5M7P	
SNORA35	TC0X000556.hg
LRG1	TC19002672.hg
MIR764	TC0X000557.hg
MIR1912	TC0X000559.hg
MIR1912	TC0X000558.hg
MIR1264	TC0X000559.hg
MIR1298	TC0X000560.hg
MIR1911	TC0X000562.hg
HSPA8P7	
MIR448	TC0X000563.hg
OR5M6P	
OR5M5P	
RPS26P57	
	TC10001483.hg
	TC01001784.hg
	TC01005021.hg
	TC10002939.hg
TAFAZZIN	TC0X001936.hg
TAFAZZIN	TC0X000770.hg
TAFAZZIN	
PTP4A1P7	TC01003555.hg
IFNNP1	
	TC01006192.hg
IFNB1	TC09000946.hg
LINC01740	TC01001776.hg
LINC01740	TC01005018.hg
IFNWP4	
TNFAIP8L1	TC19000091.hg
TNFAIP8L1	TC19001947.hg
TNFAIP8L1	
	TC01003524.hg
	TC01005939.hg
IFNW1	TC09000947.hg
	TC09000948.hg
IFNA21	TC09000949.hg
LBX2	
LBX2	TC02004928.hg
BMS1P3	
SMIM27	TC09001865.hg
SMIM27	TC09000129.hg
SMIM27	
	TC19000803.hg
	TC10002940.hg
ERVV-2	TC19000805.hg
	TC02003340.hg
TATDN3	TC01001780.hg
TATDN3	
AGAP11	
PCGF1	
PCGF1	TC02004929.hg
	TC10000465.hg
FAM25A	TC10002940.hg
SEC16A	
SEC16A	TC09001732.hg
GAP43	TC03000595.hg
RUVBL2	TC19000720.hg
RUVBL2	
RNU6-529P	TC10001485.hg
SHLD2	
SHLD2	TC10000613.hg
BLM	TC15000868.hg
BLM	
OC90	TC08002620.hg
COX6A2	TC16001055.hg
RPL15	
RPL15	TC03002254.hg
RPL15	TC03000126.hg
	TC10000614.hg
ZNF843	TC16001056.hg
RN7SL733P	
	TC08002620.hg
	TC06001779.hg
HNRNPA3P4	
RBMXP1	TC06003671.hg
	TC06003068.hg
	TC06001009.hg
	TC16001844.hg
MYB-AS1	TC06002135.hg
RAB18	TC10001958.hg
RAB18	TC10001959.hg
RAB18	TC10000192.hg
RAB18	
	TC16001845.hg
MIR548A2	TC06001011.hg
	TC06001012.hg
	TC06003071.hg
	TC06001013.hg
CRYGN	TC07002038.hg
CRYGN	
	TC06002137.hg
ARMC5	TC16000377.hg
ARMC5	
UTP23	
TLX2	TC02000462.hg
TLX2	TC02003341.hg
ZNF92	TC07000395.hg
ZNF92	TC07002377.hg
DQX1	TC02002000.hg
DQX1	
AHI1	
AHI1	TC06002136.hg
RAD21-AS1	TC08002072.hg
RAD21-AS1	TC08000683.hg
MIR3610	
AARD	TC08000684.hg
WDR86	
WDR86	TC07002037.hg
WDR86	ADDON001177.hg
WDR86	ADDON000980.hg
WDR86	ADDON001597.hg
RN7SL303P	
	TC08002255.hg
	TC08001047.hg
	TC08001048.hg
	TC08002256.hg
RHOBTB2	TC08000178.hg
RHOBTB2	
MIR210	TC11001239.hg
MIR210	TC11002981.hg
MIR210	TC11001238.hg
TGFB1I1	
TGFB1I1	TC16000378.hg
TGFB1I1	TC16001498.hg
MIR6798	
LHB	TC19001704.hg
DYRK2	
DYRK2	TC12000597.hg
	TC19002716.hg
	TC19002714.hg
	TC19000721.hg
AUP1	TC02002001.hg
AUP1	
NTF6A	
RN7SKP187	
ZNF277-AS1	TC07001763.hg
NTF6G	
MTND5P8	
NTF6B	
MTND6P24	
MTCYBP24	
CGB5	TC19002716.hg
CGB5	TC19002715.hg
CGB5	TC19002714.hg
CGB5	TC19000723.hg
LINC01231	TC09001801.hg
LINC01231	TC09000019.hg
LINC01231	
IFRD1	TC07003291.hg
IFRD1	
WASHC4	
WASHC4	TC12000817.hg
RFX3	TC09000876.hg
RFX3	TC09002383.hg
RFX3	
	ADDON002063.hg
	TC19002718.hg
	ADDON000487.hg
CNBP	TC03001766.hg
	TC19002717.hg
RN7SL708P	
SNRNP70	TC19000724.hg
SNRNP70	TC19002196.hg
SNRNP70	TC19002197.hg
SNRNP70	
TNFRSF10B	TC08002256.hg
TNFRSF10B	TC08001049.hg
TNFRSF10B	TC08002257.hg
TNFRSF10B	
LINC02862	TC02003806.hg
LINC02862	TC02001258.hg
ATIC	
ATIC	TC02001260.hg
ATIC	TC02003807.hg
ADGRA1	
RPL23A	
RPL23A	TC17000328.hg
RPL23A	TC17000327.hg
XPC	TC03002817.hg
XPC	TC03001194.hg
XPC	
GPAM	TC10001663.hg
GPAM	
HMGN1P4	
	TC01001532.hg
	TC01005996.hg
TMEM267	TC05001318.hg
TMEM267	
SELP	TC01003499.hg
SELP	
LIN7B	TC19000725.hg
LIN7B	
LIN7B	TC19000726.hg
	TC09000023.hg
SNORD42B	
SNORD4A	TC17000328.hg
SNORD4A	TC17000327.hg
	TC09000878.hg
	TC09002385.hg
SNORD42A	TC17000328.hg
SNORD42A	TC17000327.hg
SNORD4B	TC17000328.hg
TLCD1	TC17001306.hg
TLCD1	
PCDH1	
KANK1	TC09001785.hg
KANK1	TC09001784.hg
KANK1	
	TC08000179.hg
	TC08001839.hg
	TC08001050.hg
	TC08002258.hg
C19orf73	TC19001708.hg
TNFRSF10C	TC08000180.hg
TNFRSF10C	
VN1R6P	TC19001816.hg
VN1R6P	ADDON002836.hg
VN1R6P	TC19002221.hg
ZNF845	TC19000808.hg
NEK8	
NEK8	TC17000329.hg
LSMEM1	
LSMEM1	TC07003292.hg
ZNF525	TC19002222.hg
ZNF525	TC19001808.hg
ZNF525	TC19002650.hg
ZNF525	
CLDN11	
FYB1	TC05002968.hg
FYB1	TC05001295.hg
FYB1	
TNFRSF10D	TC08001051.hg
NPM1P14	
ZNF765	
ZNF765	TC19002223.hg
ZNF765	TC19001808.hg
ZNF765	TC19002651.hg
ZNF765	TC19002224.hg
NOS3	TC07001009.hg
NOS3	
TECTB	TC10000812.hg
KANSL2	TC12002861.hg
KANSL2	TC12001452.hg
KANSL2	
IGF2BP2	TC03002079.hg
IGF2BP2	
TNFRSF10A	TC08001052.hg
TNFRSF10A	
MIR6715B	
MIR6715A	
GUCY2GP	TC10001664.hg
GUCY2GP	TC10002838.hg
GUCY2GP	
SLC5A2	
SLC5A2	TC16000379.hg
RPL39P36	
TPM3P9	TC19002224.hg
TPM3P9	
RPL31P58	
SLC4A1APP2	
RSL24D1P4	
ZNF813	TC19001808.hg
ZNF813	TC19000811.hg
ZNF813	
	TC01006134.hg
	TC10001665.hg
	TC10001666.hg
CAMK1G	TC01001748.hg
CAMK1G	
	TC02001262.hg
	TC02003808.hg
	TC12002324.hg
TPM3P6	
ZEB1	TC10000219.hg
ZEB1	
	TC02003809.hg
	TC02001263.hg
	TC02002748.hg
	TC19002225.hg
	TC02002749.hg
SPC25	TC02002507.hg
	TC19002574.hg
	TC19001818.hg
	TC19002575.hg
TNFRSF10A-AS1	TC08000181.hg
RPL23AP55	
TNFRSF10A-DT	TC08000182.hg
TNFRSF10A-DT	TC08000183.hg
TNFRSF10A-DT	TC08001840.hg
OSTCP3	
RN7SL317P	
RNU6-698P	TC19000814.hg
RNU6-698P	TC13000282.hg
TNFRSF10A-DT	TC08001053.hg
TNFRSF10A-DT	TC08002259.hg
CHMP7	TC08000184.hg
CHMP7	
MIR512-1	TC19000816.hg
MIR512-1	TC19000815.hg
MIR512-2	TC19000816.hg
MIR512-2	TC19000815.hg
MIR1323	TC19000817.hg
MIR498	TC19000818.hg
MIR520E	TC19000819.hg
MIR515-1	TC19000821.hg
MIR515-1	TC19000823.hg
MIR515-1	TC19000820.hg
MIR519E	TC19000821.hg
MIR520F	TC19000822.hg
MIR515-2	TC19000823.hg
MIR515-2	TC19000820.hg
MIR519C	TC19000824.hg
MIR1283-1	TC19000825.hg
MIR520A	TC19000826.hg
MIR526B	TC19000828.hg
MIR526B	TC19000827.hg
MIR519B	TC19000828.hg
MIR525	TC19000829.hg
MIR525	TC19000830.hg
MIR523	TC19000830.hg
MIR518F	TC19000832.hg
