hgnc_symbol	phalanx_onearray
RNU6-762P	
ORC2	PH_hs_0022794
ORC2	
ANAPC10	PH_hs_0007270
ANAPC10	PH_hs_0019536
TMEM132C	PH_hs_0003447
PDAP1	
PDAP1	PH_hs_0032441
OR6C65	
ATG101	
ATG101	PH_hs_0001025
BUD31	PH_hs_0018480
BUD31	PH_hs_0035875
BUD31	
CLEC12B	
CLEC12B	PH_hs_0031665
HNRNPA1P35	PH_hs_0029874
HNRNPA1P35	PH_hs_0037247
RPL23AP30	
RNU6-1206P	
RPL17P10	
IMPDH1P10	
CFLAR-AS1	
OR10AD1	
PHTF2	PH_hs_0007455
PHTF2	
TAFA2	PH_hs_0032387
TAFA2	
RNU7-45P	
RPL38P5	
MTND5P25	
MTND4P23	
MTND4LP13	
RBMXL1	PH_hs_0022521
RBMXL1	
NDUFB3	PH_hs_0035525
TMEM217B	
LARP7P2	
GPRC5B	PH_hs_0026218
GPRC5B	
LRRC73	PH_hs_0021713
TMDD1	
GBP3	PH_hs_0005115
GBP3	
ZNF384	PH_hs_0029067
ZNF384	
RAMACL	PH_hs_0027164
H2AC8	PH_hs_0006702
ITGA6-AS1	PH_hs_0016369
OPN5	
OPN5	PH_hs_0035700
PLEKHH2	PH_hs_0013475
PLEKHH2	
HSPD1P5	
	PH_hs_0019427
ASGR2	PH_hs_0000166
ASGR2	
IQCK	
IQCK	PH_hs_0023649
RN7SKP235	
ABCE1	
ABCE1	PH_hs_0001128
ALKBH6	PH_hs_0027666
ALKBH6	
ALKBH6	PH_hs_0000762
ZNF292	PH_hs_0026196
ZNF292	
CENPBD1P	PH_hs_0040106
CENPBD1P	
GBP1	PH_hs_0040710
GBP1	
RNU6-355P	
PARD6A	PH_hs_0006209
IRAK1BP1	PH_hs_0036149
IRAK1BP1	
RN7SKP66	
ENKD1	PH_hs_0029712
ENKD1	
DYNC2LI1	PH_hs_0023694
DYNC2LI1	
PYY	
PYY	PH_hs_0031967
AFDN	PH_hs_0005607
AFDN	
PTGES3P1	PH_hs_0034262
GBP2	PH_hs_0018787
GBP2	
MIR4734	
C16orf86	PH_hs_0003629
C16orf86	
SLC6A12	
GFOD2	PH_hs_0026854
GFOD2	
GFOD2	PH_hs_0016651
GBP7	PH_hs_0034756
ECSIT	PH_hs_0001937
ECSIT	
GBP4	PH_hs_0024812
MIR4726	
OTUD4	PH_hs_0013331
OTUD4	PH_hs_0004991
OTUD4	
NPIPB6	
RNA5SP440	
AHDC1	PH_hs_0001061
AHDC1	
CIITA	
CIITA	PH_hs_0022395
CIITA	PH_hs_0038422
CIITA	PH_hs_0039914
MEPCE	PH_hs_0010577
MEPCE	
ABCG5	PH_hs_0007986
FOXCUT	PH_hs_0005426
FOXCUT	
	PH_hs_0010577
PNISR-AS1	
PNISR-AS1	PH_hs_0040459
SPDYE21	PH_hs_0032945
SPDYE21	PH_hs_0039649
	PH_hs_0019618
ZSCAN16-AS1	
ZSCAN16-AS1	PH_hs_0010919
POR	
POR	PH_hs_0023963
ABCG8	
ABCG8	PH_hs_0024962
CASC15	
CASC15	PH_hs_0036198
CASC15	PH_hs_0038074
CASC15	PH_hs_0012758
FGR	PH_hs_0000190
FGR	
EPHB1	PH_hs_0023363
EPHB1	
RNU6-1048P	
RN7SL455P	
RNU6-566P	
PDSS1P2	
PPM1B-DT	
C1GALT1C1L	
KRT8P15	
EXOSC5	PH_hs_0014674
EXOSC5	
CARF	PH_hs_0006485
CARF	PH_hs_0026014
CARF	
ART3	PH_hs_0002195
ART3	
ART3	PH_hs_0039365
RNU6-866P	
MCEMP1	
MCEMP1	PH_hs_0010615
PHETA1	PH_hs_0010375
PHETA1	
SMUG1	
SMUG1	PH_hs_0000532
EVI5L	PH_hs_0002374
EVI5L	
MAP4	PH_hs_0022085
MAP4	
LINC02574	
LINC02574	PH_hs_0023498
IFI6	PH_hs_0023498
IFI6	PH_hs_0036071
MIR4727	
KCNH6	PH_hs_0020583
KCNH6	
BIRC2	
BIRC2	PH_hs_0015035
ELAVL1	PH_hs_0029372
PGR	PH_hs_0000369
PGR	PH_hs_0002738
PGR	
IFI44L	PH_hs_0024509
IFI44L	
UNC13A	PH_hs_0035631
UNC13A	
SLCO1A2	PH_hs_0003286
SLCO1A2	PH_hs_0031204
SLCO1A2	
DCAF7	PH_hs_0024830
DCAF7	PH_hs_0033208
DCAF7	
PHIP	PH_hs_0028752
PHIP	
ATP8A1	PH_hs_0023531
ATP8A1	
ATP6V0D1-DT	
ATP6V0D1-DT	PH_hs_0015886
CYB561D1	
LPP	
LPP	PH_hs_0000581
LPP	PH_hs_0010674
TSC22D4	PH_hs_0029051
TSC22D4	
RIPOR1	PH_hs_0006726
RIPOR1	
RIPOR1	PH_hs_0009187
AMIGO1	PH_hs_0001154
AMIGO1	PH_hs_0035349
GNAI3	PH_hs_0004215
ZBED10P	PH_hs_0023470
ZBED10P	PH_hs_0040877
ZBED10P	
	PH_hs_0010439
	PH_hs_0024830
LINC00996	PH_hs_0013750
LINC00996	
TACO1	PH_hs_0010439
STAG3L1	PH_hs_0039843
STAG3L1	PH_hs_0039037
STAG3L1	
RN7SL405P	
MIR6783	
MIR6784	
TBKBP1	PH_hs_0005183
TBKBP1	
TDRG1	
TDRG1	PH_hs_0010668
RNU6V	
MIR197	
RPL7P8	
TRIM73	
TRIM73	PH_hs_0040258
GNAT2	PH_hs_0002922
GNAT2	
GRAMD1B	PH_hs_0035809
GRAMD1B	PH_hs_0032223
GRAMD1B	
MAP1S	
MAP1S	PH_hs_0036785
LINC00951	PH_hs_0032425
LINC00951	
EFCC1	PH_hs_0008122
LRFN2	PH_hs_0013245
GRID2IP	PH_hs_0034270
ATXN7L3	PH_hs_0026794
ATXN7L3	
RNU6-250P	
	PH_hs_0005306
PTGS2	PH_hs_0011595
PTGS2	
LYRM2	
LYRM2	PH_hs_0026475
PLEKHG7	PH_hs_0016181
PLEKHG7	PH_hs_0035100
PLEKHG7	
ARPP21	
ARPP21	PH_hs_0024896
ARPP21	PH_hs_0018317
ARPP21	PH_hs_0039185
MDM1	
MDM1	PH_hs_0022551
MDN1-AS1	
KATNBL1P5	
ZDHHC4	
ZDHHC4	PH_hs_0000538
RNU6-987P	
CARMIL1	
CARMIL1	PH_hs_0006381
CARMIL1	PH_hs_0040282
DDAH1	PH_hs_0018551
DDAH1	
HEXIM2	
SLC16A11	PH_hs_0023877
KRT8P52	
B3GNT3	PH_hs_0028936
B3GNT3	
RPL7P14	
RPL23AP36	
RPL12P16	
DCAKD	PH_hs_0022916
DCAKD	
INSL3	PH_hs_0002936
LRPPRC	PH_hs_0010771
LRPPRC	
JAKMIP1	PH_hs_0005649
JAKMIP1	
PITPNM2	PH_hs_0014084
PITPNM2	
INTS15	
NGF	PH_hs_0000342
MIR3188	
RN7SL513P	
RAC1	PH_hs_0033233
RAC1	
GDF15	PH_hs_0035765
GDF15	
LINC02593	PH_hs_0037871
LINC02593	
NOC2L	
CTCF-DT	
CTCF	PH_hs_0024876
CTCF	
MIR3189	PH_hs_0035765
FZD10	PH_hs_0002690
TMEM52B	PH_hs_0012636
TMEM52B	
ELL	PH_hs_0000595
ELL	PH_hs_0029774
ELL	
RPL6P20	PH_hs_0034486
VN1R37P	PH_hs_0035079
VN1R38P	
SAPCD2P1	
ZNF735	
IL6	PH_hs_0026738
IL6	
DEPDC4	PH_hs_0013257
DEPDC4	
PLEKHN1	PH_hs_0029713
PLEKHN1	
MYO15B	PH_hs_0033097
MYO15B	
LINC01615	
LINC01600	PH_hs_0026653
LINC01600	
GSTA9P	
PLEKHG6	PH_hs_0009914
PLEKHG6	
BVES-AS1	PH_hs_0005410
BVES-AS1	
ZNF875	PH_hs_0026713
ZNF875	
UFSP1	PH_hs_0035082
OR9A1P	
COA1	
COA1	PH_hs_0009869
COA1	PH_hs_0023514
NUP153-AS1	
MMP13	PH_hs_0000372
HES4	PH_hs_0027889
HES4	
ISG15	PH_hs_0028539
LINC02541	
RANBP10	PH_hs_0027555
RANBP10	
AGRN	PH_hs_0032416
AGRN	
	PH_hs_0041206
UPP1	PH_hs_0023755
UPP1	
LY86-AS1	
LY86-AS1	PH_hs_0022803
EPS8L2	
EPS8L2	PH_hs_0027656
SLC41A2	PH_hs_0012887
SLC41A2	
LINC01016	
LINC01097	PH_hs_0018625
NKX3-2	PH_hs_0005897
ZNF83	
ZNF83	PH_hs_0040738
LINC01096	
LINC01096	PH_hs_0030387
BOD1L1	PH_hs_0005911
BOD1L1	PH_hs_0025973
BOD1L1	PH_hs_0036035
BOD1L1	
	PH_hs_0039458
PWP1	PH_hs_0010323
PWP1	PH_hs_0035640
PWP1	
LINC01558	PH_hs_0032229
LINC01558	
TSNAXIP1	PH_hs_0009018
TSNAXIP1	
FBF1	PH_hs_0036124
FBF1	
LINC02519	
CD2AP-DT	
KCNN1	PH_hs_0027262
KCNN1	
	PH_hs_0020203
ATXN1-AS1	
RNF217-AS1	PH_hs_0027840
RNF217-AS1	
	PH_hs_0014022
	PH_hs_0000662
PRDM4	PH_hs_0001893
PRDM4	
	PH_hs_0034476
STRADBP1	
BMPER	
BMPER	PH_hs_0004147
	PH_hs_0040998
RN7SKP83	
ST3GAL5-AS1	
MIR5091	
POLR1A	PH_hs_0002387
POLR1A	PH_hs_0031105
POLR1A	
RPL32P12	
SCIRT	
ATP8A1-DT	
	PH_hs_0004846
SLFN12L	PH_hs_0033592
ZNF530	PH_hs_0027486
ZNF530	
LINC02273	PH_hs_0016072
LINC02273	
MIR633	
TRMT112P3	
DNAJB6P8	
ZNF577	
ZNF577	PH_hs_0022495
ZNF577	PH_hs_0034677
TAC4	PH_hs_0030202
TAC4	
LINC01612	
	PH_hs_0031732
	PH_hs_0032416
	PH_hs_0036105
	PH_hs_0037682
EPM2A-DT	
ASCL4	PH_hs_0026135
DCAF1	PH_hs_0039428
DCAF1	
TMEM132B	PH_hs_0000651
TMEM132B	
TMEM132B	PH_hs_0034203
LINC02268	PH_hs_0008863
MRPL37	
MRPL37	PH_hs_0000462
LINC02428	
LINC01013	
LINC02432	
PCBP2	PH_hs_0029183
PCBP2	
SSBP3-AS1	
	PH_hs_0006830
BOC	
BOC	PH_hs_0023101
LINC02784	
HNRNPA1P63	
LINC02265	PH_hs_0032791
ZNF606	PH_hs_0014888
ZNF606	
SSBP3	PH_hs_0023513
SSBP3	
RPL34-DT	PH_hs_0039573
RPL34-DT	
SPECC1	PH_hs_0036018
SPECC1	
LEF1-AS1	
LINC00326	PH_hs_0019408
LINC00326	
OTUB1	PH_hs_0026447
OTUB1	PH_hs_0037647
OTUB1	
COL1A2	
SERPINB9P1	PH_hs_0000874
SERPINB9P1	
GTF2IP12	PH_hs_0033528
GTF2IP12	PH_hs_0038134
GTF2IP12	
ZNF566	
ZNF566	PH_hs_0022471
ITGA4	
ITGA4	PH_hs_0022595
	PH_hs_0034739
TMEM30A-DT	
CENPT	PH_hs_0014961
CENPT	
LINC03004	PH_hs_0007539
KRTAP5-11	
ODF3	PH_hs_0016943
CDK3	PH_hs_0005595
CDK3	
ZBTB38	
ZBTB38	PH_hs_0031084
ZNF433	PH_hs_0018078
ZNF433	
TSPAN5-DT	PH_hs_0006819
LINC02901	
GPS1	
GPS1	PH_hs_0026722
PSMD13	
PSMD13	PH_hs_0014359
LINC01621	
	PH_hs_0019654
TEX101	PH_hs_0005360
MROCKI	PH_hs_0017335
MROCKI	
SERPINC1	PH_hs_0004345
SERPINC1	PH_hs_0040357
SERPINC1	
LYPD3	PH_hs_0018354
LYPD3	PH_hs_0035869
LINC01564	
LINC02275	
LINC01737	
FOXP4-AS1	
FOXP4-AS1	PH_hs_0009903
COG2	PH_hs_0004719
COG2	PH_hs_0037997
COG2	
SEPTIN7P14	
SEPTIN7P14	PH_hs_0036820
SEPTIN7P14	PH_hs_0002486
SAP18P2	
RNU6ATAC19P	
MRPL45P1	
RNU6-1168P	
RNU6-1007P	
RPL38P6	
PHLDB3	PH_hs_0007254
PHLDB3	
PHLDB3	PH_hs_0031643
FOXI3	
TEX37	PH_hs_0007879
WDR49	PH_hs_0018331
WDR49	
RPIA	PH_hs_0004614
MALLP2	
MIR4436A	
IGKC	PH_hs_0038611
RNU6-1328P	
CASD1	
CASD1	PH_hs_0023807
CASD1	PH_hs_0032666
IGKJ5	PH_hs_0039867
IGKJ4	PH_hs_0039867
IGKJ3	
IGKJ2	
IGKJ1	
IGKV4-1	
ETHE1	PH_hs_0000776
ETHE1	
GMCL1	PH_hs_0029477
GMCL1	PH_hs_0032278
GMCL1	
CAPN9	PH_hs_0023968
CAPN9	PH_hs_0035824
RAD54L2	
RAD54L2	PH_hs_0005856
RAD54L2	PH_hs_0006425
RPL23AP92	
SNRNP27	PH_hs_0003588
SNRNP27	
PAMR1	PH_hs_0031246
PAMR1	
LINC02506	
TMEM248	PH_hs_0023500
TMEM248	PH_hs_0036732
TMEM248	
THAP11	PH_hs_0004727
RNA5SP79	
C1orf198	PH_hs_0002369
C1orf198	
ZNF575	PH_hs_0012339
ZNF575	
EDC4	PH_hs_0004362
EDC4	
MXD1	PH_hs_0035873
MXD1	
MIR3945HG	
DHX34	PH_hs_0040000
DHX34	
PCBP2-OT1	
RN7SL43P	
MAP3K12	PH_hs_0032187
MAP3K12	
MIR4650-1	
JAZF1	PH_hs_0017646
JAZF1	
RN7SL837P	
LINC01094	
LINC01094	PH_hs_0012826
TASOR	PH_hs_0002062
TASOR	
IFI44	PH_hs_0027168
IFI44	PH_hs_0038318
IFI44	
RNU6-979P	
JAZF1-AS1	PH_hs_0020249
RN7SL470P	
PCBP1	PH_hs_0028716
PCBP1	PH_hs_0030894
MEIS3	PH_hs_0040372
MEIS3	
PPIAP80	
SBDS	PH_hs_0031526
SBDS	
MRPL36P1	
AHI1-DT	
AHI1-DT	PH_hs_0012576
AHI1-DT	PH_hs_0033359
C2orf42	PH_hs_0024934
C2orf42	
TDRD10	PH_hs_0024433
TDRD10	
	PH_hs_0011719
KLF3-AS1	PH_hs_0031866
KLF3-AS1	
TARBP2	PH_hs_0000039
TARBP2	PH_hs_0035310
TARBP2	
	PH_hs_0035625
CHRDL2	
CHRDL2	PH_hs_0033304
UBE2Q1	PH_hs_0032280
UBE2Q1	
SPDYE2	PH_hs_0032945
SPDYE2	PH_hs_0039841
MIR1285-2	
RPL39P15	PH_hs_0032564
RPS26P20	
CAHM	
DCAF17	PH_hs_0024952
DCAF17	
SPDYE12	PH_hs_0033836
SPDYE12	PH_hs_0036786
TAGAP-AS1	
	PH_hs_0004362
	PH_hs_0020415
GPR142	PH_hs_0026325
KIAA0087	PH_hs_0004111
NRN1L	PH_hs_0020415
	PH_hs_0006304
KSR1	PH_hs_0023378
KSR1	
LINC01091	
LINC01091	PH_hs_0018739
GRK7	PH_hs_0035508
PSKH1	PH_hs_0025028
PSKH1	
SNX10	PH_hs_0025087
SNX10	
LINC01010	PH_hs_0012514
LINC01010	
SLC6A6	
SLC6A6	PH_hs_0030864
CTRL	PH_hs_0019199
CTRL	PH_hs_0034841
	PH_hs_0010051
DAP3P2	
RPS15P4	
UBE2Q1-AS1	
CYBRD1	
CYBRD1	PH_hs_0002663
	PH_hs_0019199
	PH_hs_0034841
PSMB10	
PSMB10	PH_hs_0000997
ADAR	PH_hs_0000829
ADAR	
C2orf74	
C2orf74	PH_hs_0039117
LINC00499	
CSNK1D	
CSNK1D	PH_hs_0027416
SLC8A2	PH_hs_0022839
SLC8A2	
LDHAL6A	PH_hs_0022947
SPDYE7P	PH_hs_0032945
SPDYE7P	PH_hs_0034074
SPDYE7P	PH_hs_0039649
STAMBP	PH_hs_0001186
STAMBP	PH_hs_0039429
STAMBP	
LINC01093	PH_hs_0018382
STARD3NL	PH_hs_0001296
STARD3NL	
LCAT	PH_hs_0024416
LCAT	
OSTN	
KPTN	PH_hs_0002237
KPTN	
TRIM3	PH_hs_0016057
TRIM3	
ANKRD28	PH_hs_0039329
ANKRD28	
STXBP5-AS1	
ATF7-NPFF	PH_hs_0005800
ATF7	
ATF7	PH_hs_0005800
ATF7	PH_hs_0024649
ATF7	PH_hs_0039325
SLC12A4	PH_hs_0001040
SLC12A4	PH_hs_0024416
SLC12A4	
NAPA	PH_hs_0031325
NAPA	PH_hs_0027689
NAPA	
	PH_hs_0034031
STIM2-AS1	
TRGC2	PH_hs_0036854
TRGJ2	
TENM3-AS1	
TENM3-AS1	PH_hs_0040500
TRGJP2	
TRGJ1	
TRGJP	
TRGJP1	
TRGV11	
TRGVB	
SELENOH	
TRGV10	
TRGV9	PH_hs_0040178
TRGVA	
TRGV8	
TRGV7	PH_hs_0035858
TRGV6	
MDK	PH_hs_0004689
MDK	PH_hs_0014242
MDK	
TRGV5P	PH_hs_0033910
TRGV5	
STX18-AS1	
TRGV4	
TRGV3	
TRGV2	PH_hs_0033909
TRGV2	PH_hs_0039860
TRGV1	
TRGC1	PH_hs_0038939
ITPRID1	
ITPRID1	PH_hs_0029442
CYTH1	PH_hs_0000137
CYTH1	
ATP5MC2	
ATP5MC2	PH_hs_0031395
LINC02232	PH_hs_0031952
LINC02232	
	PH_hs_0031325
ZNF541	PH_hs_0001354
ZNF541	
HHIP-AS1	PH_hs_0008530
LINC00574	
LINC01088	PH_hs_0003302
LINC01088	PH_hs_0003263
LINC01088	
	PH_hs_0026168
RASSF9	PH_hs_0009698
CLASP2	PH_hs_0006013
CLASP2	
HULC	
HULC	PH_hs_0012366
NTS	PH_hs_0004650
NTS	PH_hs_0035472
XRCC2	PH_hs_0027822
XRCC2	
NOP14-AS1	PH_hs_0005785
NOP14-AS1	PH_hs_0037720
NOP14-AS1	
RN7SL322P	
GGN	PH_hs_0026183
GGN	
ATP5PBP3	
RN7SL845P	
RNU6-1091P	
FIGNL1	PH_hs_0030773
FIGNL1	
PPM1K-DT	
SPRED3	PH_hs_0033689
SCYL1	PH_hs_0012883
SCYL1	
UBE2D3-AS1	
UBA6-DT	
UBA6-DT	PH_hs_0036387
ZNF600	
ZNF600	PH_hs_0039368
FGD4	PH_hs_0019495
FGD4	
DDC	PH_hs_0033187
DDC	
UGDH-AS1	PH_hs_0036197
ZNF320	
ZNF320	PH_hs_0023406
SEC24B-AS1	
EPN2	
EPN2	PH_hs_0000768
SCOC-AS1	PH_hs_0019098
SCOC-AS1	PH_hs_0003892
SCOC-AS1	
CYP2U1-AS1	
NFILZ	
NKPD1	PH_hs_0015440
NKPD1	
PPIAP59	
LINC00989	
NENFP1	
DPEP3	PH_hs_0015598
DPEP3	
KLK5	PH_hs_0003518
KLK5	
TEX38	PH_hs_0021220
TEX38	
EFCAB14-AS1	
EFCAB14	PH_hs_0023333
EFCAB14	
H2AZ1-DT	
H2AZ1-DT	PH_hs_0037549
DPEP2	PH_hs_0026524
DPEP2	
LINC02447	
LINC02447	PH_hs_0031903
HAND2-AS1	
HAND2-AS1	PH_hs_0010547
KLK6	PH_hs_0004595
KLK6	
GMDS-DT	PH_hs_0003373
GMDS-DT	
GMDS-DT	PH_hs_0011060
DUS2	
DUS2	PH_hs_0031883
PSEN2	PH_hs_0002233
PSEN2	
SLC35G3	PH_hs_0026929
MSANTD4	
MSANTD4	PH_hs_0013692
RUNDC1	
RUNDC1	PH_hs_0012394
RUNDC1	PH_hs_0017930
KLK7	PH_hs_0009118
KLK7	
EFCAB5	
EFCAB5	PH_hs_0007184
PHLDB1	PH_hs_0022665
PHLDB1	
BRI3P2	PH_hs_0035213
IRAG2	PH_hs_0022376
IRAG2	PH_hs_0034279
IRAG2	
SAMD4B	PH_hs_0024587
SAMD4B	
DDC-AS1	
IKZF1	PH_hs_0025454
IKZF1	
LINC02532	
FCRLA	PH_hs_0013675
FCRLA	
GPR108	PH_hs_0010058
GPR108	
UBBP4	
PICART1	PH_hs_0014186
PICART1	
LRRC37A11P	
LRRC37A11P	PH_hs_0031693
	PH_hs_0033551
RN7SL466P	
DUSP12	PH_hs_0025045
DUSP12	
	PH_hs_0005152
PITPNA-AS1	
CCDC144NL-AS1	
CCDC144NL-AS1	PH_hs_0034599
FILIP1L	
FILIP1L	PH_hs_0031024
KARS1P3	
DPEP2NB	
NPIPA2	PH_hs_0029524
NPIPA2	PH_hs_0038751
NPIPA2	PH_hs_0040718
	PH_hs_0034066
COPG1	PH_hs_0032886
COPG1	
TRAF5	PH_hs_0033066
TRAF5	PH_hs_0024370
TRAF5	
	PH_hs_0009486
SP2-AS1	
	PH_hs_0016224
AKAP1-DT	PH_hs_0018385
BTN2A3P	PH_hs_0038586
BTN2A3P	
C1QTNF1-AS1	PH_hs_0007936
C1QTNF1-AS1	
ACVR1C	PH_hs_0017062
ACVR1C	
SNHG8	PH_hs_0015323
SNHG8	
SUZ12P1	
UFL1-AS1	
SAP30-DT	
LINC02517	
LINC02517	PH_hs_0008620
CARD11	PH_hs_0015270
CARD11	
ILRUN-AS1	
SNX25P1	
ARPC3P2	
ZNF204P	PH_hs_0030965
SLC30A1	PH_hs_0035435
TANC2	PH_hs_0000510
TANC2	
MIR6826	
HMCES	PH_hs_0033907
HMCES	
LINC01693	PH_hs_0016004
LINC01693	
TYW1B	
TYW1B	PH_hs_0037193
EPHA5-AS1	
ACVR1	PH_hs_0009056
ACVR1	
DSP-AS1	
MIR302CHG	
NPFF	PH_hs_0005800
FDPSP8	
RPS15AP32	
TMED11P	
RD3	PH_hs_0006628
CMAHP	PH_hs_0038900
CMAHP	
CMAHP	PH_hs_0021954
CFAP73	PH_hs_0034063
WNT11	PH_hs_0005998
WNT11	
ATF6	PH_hs_0025264
ATF6	
DDX54	PH_hs_0032155
DDX54	
CTBP1	
CTBP1	PH_hs_0037503
MIR3179-1	
ZFPM1	PH_hs_0010925
ZFPM1	PH_hs_0022533
ZFPM1	
SIGLEC14	
WBP1LP2	
BANF1P5	
SLC26A4	PH_hs_0040788
SLC26A4	
RFPL4A	
MIR5189	
ZFPM1-AS1	
OVOL3	
FOLR2	PH_hs_0025271
ZC3H18	
ZC3H18	PH_hs_0005143
GPR42	PH_hs_0027507
GPR42	
CBARP	PH_hs_0016716
CBARP	
MIR6787	
CENPX	PH_hs_0002954
LINC03002	
LINC02941	PH_hs_0010627
LINC02941	
H1-10	PH_hs_0004307
H1-10-AS1	
H1-10-AS1	PH_hs_0026282
	PH_hs_0020826
IER3-AS1	
ZNF888	PH_hs_0036156
AFDN-DT	PH_hs_0023428
CBLL1	PH_hs_0026366
CBLL1	
NUP210P3	
MIR7106	
SNORA7B	
EFCAB12	PH_hs_0016912
EFCAB12	
RITA1	PH_hs_0024922
RITA1	
TRDN-AS1	
IL17C	PH_hs_0014317
P2RX3	PH_hs_0022621
P2RX3	
CYBA	
CYBA	PH_hs_0004090
IQCD	PH_hs_0023411
FARS2-AS1	PH_hs_0018134
MBD4	PH_hs_0002885
MBD4	
MAP3K5-AS2	
DTX1	PH_hs_0029144
DTX1	
TRAF3IP2-AS1	PH_hs_0021928
TRAF3IP2-AS1	
SLC26A3	PH_hs_0000225
SLC26A3	
LRRC45	
DLSTP1	
INPPL1	
INPPL1	PH_hs_0004314
RABGGTB	PH_hs_0004556
RABGGTB	
SCAT8	
VNN3P	PH_hs_0010827
VNN3P	
TFCP2	PH_hs_0009328
TFCP2	
FAM98C	PH_hs_0035825
FAM98C	
MTNR1A	PH_hs_0013167
MTNR1A	
MVD	PH_hs_0023241
MVD	
RNY1P14	
TBC1D9	PH_hs_0024868
TBC1D9	
RAC3	
RNU6-436P	
HOXD13	PH_hs_0022691
SH2B2	
SH2B2	PH_hs_0024181
HOXD12	PH_hs_0033749
HOXD11	PH_hs_0019723
HOXD10	PH_hs_0006898
SPC24	
SPC24	PH_hs_0018590
POLD2	PH_hs_0027367
POLD2	
POLD2	PH_hs_0037505
RHO	PH_hs_0013100
ADGRB3-DT	PH_hs_0036131
ADGRB3-DT	
PHB1P19	
HOXD-AS2	
HOXD9	PH_hs_0012844
RNU4-54P	
RNA5SP355	
H1-8	PH_hs_0005286
HOXD8	PH_hs_0015584
SNORD45C	
DCXR	PH_hs_0001021
SNORD45A	
CCDC91	
CCDC91	PH_hs_0019282
CCDC91	PH_hs_0036517
SNORD45B	
MSH4	PH_hs_0029108
PLXND1	PH_hs_0015557
PLXND1	
MAP3K7	PH_hs_0035759
MAP3K7	PH_hs_0028131
MAP3K7	
KLKP1	
SNAI3	
MIR10B	PH_hs_0024389
HOXD4	PH_hs_0024389
KLK4	PH_hs_0012395
KLK4	PH_hs_0032207
HAGLR	
HAGLR	PH_hs_0039873
RNF166	
RNF166	PH_hs_0025170
CD44	
CD44	PH_hs_0032595
DENND1B	PH_hs_0005646
DENND1B	PH_hs_0023934
DENND1B	
DENND1B	PH_hs_0032909
	PH_hs_0005801
	PH_hs_0026230
CTU2	
	PH_hs_0038950
	PH_hs_0038490
HOXD1	PH_hs_0004766
MIR7704	
RPSAP25	
HOXD3	PH_hs_0035040
HOXD3	
HOXD3	PH_hs_0005139
ZNF497-AS1	
SCGB1B2P	
EIF5B	PH_hs_0009628
EIF5B	
VSTM2B-DT	PH_hs_0020199
VSTM2B-DT	
OR6C3	
KRT3	PH_hs_0024829
DACT3-AS1	PH_hs_0020259
DACT3-AS1	
ZNF529-AS1	
KRT4	PH_hs_0024170
KRT4	
RN7SL752P	
RAB11B-AS1	
LRGUK	
LRGUK	PH_hs_0009017
ZNF225-AS1	
CEP63	PH_hs_0021221
CEP63	
CEP63	PH_hs_0037237
CEP63	PH_hs_0003127
PGLS-DT	
EEF1A1P32	
LINC01224	
KRT79	PH_hs_0019774
FAM204BP	
CRB1	PH_hs_0021449
CRB1	
PAK4	
PAK4	PH_hs_0030823
AFF3	PH_hs_0002978
AFF3	
KRT78	PH_hs_0006799
KRT78	
SLC35B4	PH_hs_0015182
SLC35B4	PH_hs_0032536
SLC35B4	
MIR4722	PH_hs_0031350
	PH_hs_0020709
RPL7P41	
KRT18	
KRT18	PH_hs_0037365
	PH_hs_0026270
DCXR-DT	
CCDC57	
CCDC57	PH_hs_0036186
CCDC57	PH_hs_0026665
CCDC57	PH_hs_0039243
PVRIG	
	PH_hs_0017919
KIF9	PH_hs_0032947
KIF9	
MIR148A	
HNRNPA2B1	PH_hs_0012740
HNRNPA2B1	
HNRNPA2B1	PH_hs_0037449
RNU7-125P	
RNU1-88P	
PANDAR	
KRT8	
KRT8	PH_hs_0040019
KRT8	PH_hs_0007240
LAP3P2	
CPNE5	PH_hs_0024207
CPNE5	
NPIPA3	PH_hs_0040718
SLC25A11	PH_hs_0010878
SLC25A11	
	PH_hs_0032072
	PH_hs_0040160
MPL	PH_hs_0004791
MPL	
LONRF2	PH_hs_0002618
CARMIL2	
CARMIL2	PH_hs_0031796
CYCSP7	
CHST10	PH_hs_0031889
CHST10	
RNF167	PH_hs_0000731
RNF167	
TAB2-AS1	
CDC20	
RN7SL234P	
FABP12P1	
SUMO4	
ZC3H12D	PH_hs_0033753
ZC3H12D	
	PH_hs_0008520
RNU7-3P	
TAB2	
TAB2	PH_hs_0006053
TAB2	PH_hs_0040402
OR6C74	
ABCC9	PH_hs_0022557
ABCC9	
CORO1A	PH_hs_0030115
CORO1A	PH_hs_0033243
CORO1A	
ECHDC1	PH_hs_0033405
ECHDC1	
RNA5SP145	
GPR171	PH_hs_0009719
P2RY14	PH_hs_0000330
P2RY14	
RALBP1P2	
ELOVL1	PH_hs_0002255
TNS1-AS1	
SETP11	
TUBA4A	PH_hs_0028966
TUBA4A	PH_hs_0031317
GPR87	PH_hs_0003767
PFN1	PH_hs_0030086
P2RY13	PH_hs_0001256
P2RY12	PH_hs_0026015
P2RY12	PH_hs_0036163
MRPL42P6	
ENO3	
ENO3	PH_hs_0023134
MIR5186	
IGSF10	
IGSF10	PH_hs_0034452
IGSF10	PH_hs_0018778
DNAJB2	
DNAJB2	PH_hs_0004486
